Cluster,Word,Response,jP_XC,jP_CX,jP_CCX,jP_CCCX,OnsetMax,Morph_XC,Morph_CX,Morph_CCX,Morph_CCCX,Frequency,P_stress,P_lax,codaP,onsetP
"('N', 'D')",spindle,CCX,0.0,0.8386634243321687,0.16133657566783127,0,CX,0.25,0.25,0.25,0,3,True,True,0.018756033650530957,0.7773330524541816
"('N', 'D')",spindle,X,0.0,0.8386634243321687,0.16133657566783127,0,CX,0.25,0.25,0.25,0,0,True,True,,
"('M',)",payment,XC,0.6709716053288722,0.3290283946711278,0,0,XC,1,0,0,0,22,True,False,0.8871706758304696,0.20593931568754034
"('M',)",payment,CX,0.6709716053288722,0.3290283946711278,0,0,XC,1,0,0,0,0,True,False,0.11282932416953037,0.7940606843124597
"('M',)",payment,X,0.6709716053288722,0.3290283946711278,0,0,XC,1,0,0,0,0,True,False,,
"('N', 'T')",vantage,XC,0.0,0.3833939322691433,0.6166060677308568,0,CX,0.25,0.25,0.25,0,0,True,True,0.6025674273858921,0.0
"('N', 'T')",vantage,CX,0.0,0.3833939322691433,0.6166060677308568,0,CX,0.25,0.25,0.25,0,21,True,True,0.32002074688796683,0.13074204946996465
"('N', 'T')",vantage,CCX,0.0,0.3833939322691433,0.6166060677308568,0,CX,0.25,0.25,0.25,0,1,True,True,0.07741182572614108,0.8692579505300353
"('N', 'T')",vantage,X,0.0,0.3833939322691433,0.6166060677308568,0,CX,0.25,0.25,0.25,0,0,True,True,,
"('NG', 'K', 'W')",vanquish,XC,0.0,0.3502890173410405,0.6497109826589595,0.0,CX,0.25,0.25,0.25,0.25,0,True,True,0.9665141430948418,0.0
"('NG', 'K', 'W')",vanquish,CX,0.0,0.3502890173410405,0.6497109826589595,0.0,CX,0.25,0.25,0.25,0.25,20,True,True,0.02100665557404326,0.022162029056882547
"('NG', 'K', 'W')",vanquish,CCX,0.0,0.3502890173410405,0.6497109826589595,0.0,CX,0.25,0.25,0.25,0.25,2,True,True,0.012479201331114806,0.06919477961093327
"('NG', 'K', 'W')",vanquish,CCCX,0.0,0.3502890173410405,0.6497109826589595,0.0,CX,0.25,0.25,0.25,0.25,0,True,True,0.0,0.9086431913321842
"('NG', 'K', 'W')",vanquish,X,0.0,0.3502890173410405,0.6497109826589595,0.0,CX,0.25,0.25,0.25,0.25,0,True,True,,
"('L',)",valley,XC,0.27823975756444025,0.7217602424355597,0,0,XC,0.25,0.25,0,0,11,True,True,0.7100076394194041,0.13603371575743387
"('L',)",valley,CX,0.27823975756444025,0.7217602424355597,0,0,XC,0.25,0.25,0,0,11,True,True,0.2899923605805959,0.863966284242566
"('L',)",valley,X,0.27823975756444025,0.7217602424355597,0,0,XC,0.25,0.25,0,0,0,True,True,,
"('T',)",whiten,XC,0.3417896651459582,0.6582103348540418,0,0,XC,0,1,0,0,17,True,False,0.7754046387452027,0.13074204946996465
"('T',)",whiten,CX,0.3417896651459582,0.6582103348540418,0,0,XC,0,1,0,0,5,True,False,0.22459536125479723,0.8692579505300353
"('T',)",whiten,X,0.3417896651459582,0.6582103348540418,0,0,XC,0,1,0,0,0,True,False,,
"('T', 'R')",retrieve,XC,0.41696854101388486,0.5830314589861152,0.0,0,XC,0.25,0.25,0.25,0,22,False,True,0.7754046387452027,0.04513680846814459
"('T', 'R')",retrieve,CX,0.41696854101388486,0.5830314589861152,0.0,0,XC,0.25,0.25,0.25,0,0,False,True,0.22459536125479723,0.21789494707409626
"('T', 'R')",retrieve,CCX,0.41696854101388486,0.5830314589861152,0.0,0,XC,0.25,0.25,0.25,0,0,False,True,0.0,0.7369682444577591
"('T', 'R')",retrieve,X,0.41696854101388486,0.5830314589861152,0.0,0,XC,0.25,0.25,0.25,0,0,False,True,,
"('P',)",vapid,XC,0.8501439384006303,0.14985606159936973,0,0,XC,0.25,0.25,0,0,17,True,True,0.9567634342186535,0.20405522001725626
"('P',)",vapid,CX,0.8501439384006303,0.14985606159936973,0,0,XC,0.25,0.25,0,0,5,True,True,0.04323656578134651,0.7959447799827438
"('P',)",vapid,X,0.8501439384006303,0.14985606159936973,0,0,XC,0.25,0.25,0,0,0,True,True,,
"('F', 'L')",afflict,XC,0.8943458672594937,0.10565413274050636,0.0,0,XC,0.25,0.25,0.25,0,21,False,True,0.9748269351793581,0.028876762164620283
"('F', 'L')",afflict,CX,0.8943458672594937,0.10565413274050636,0.0,0,XC,0.25,0.25,0.25,0,1,False,True,0.025173064820641914,0.1321055025011369
"('F', 'L')",afflict,CCX,0.8943458672594937,0.10565413274050636,0.0,0,XC,0.25,0.25,0.25,0,0,False,True,0.0,0.8390177353342428
"('F', 'L')",afflict,X,0.8943458672594937,0.10565413274050636,0.0,0,XC,0.25,0.25,0.25,0,0,False,True,,
"('L',)",malice,XC,0.27823975756444025,0.7217602424355597,0,0,XC,0.25,0.25,0,0,6,True,True,0.7100076394194041,0.13603371575743387
"('L',)",malice,CX,0.27823975756444025,0.7217602424355597,0,0,XC,0.25,0.25,0,0,16,True,True,0.2899923605805959,0.863966284242566
"('L',)",malice,X,0.27823975756444025,0.7217602424355597,0,0,XC,0.25,0.25,0,0,0,True,True,,
"('F',)",affair,XC,0.8541418381685908,0.1458581618314093,0,0,XC,0.25,0.25,0,0,20,False,True,0.9748269351793581,0.13135593220338984
"('F',)",affair,CX,0.8541418381685908,0.1458581618314093,0,0,XC,0.25,0.25,0,0,2,False,True,0.025173064820641914,0.8686440677966102
"('F',)",affair,X,0.8541418381685908,0.1458581618314093,0,0,XC,0.25,0.25,0,0,0,False,True,,
"('V',)",drivel,XC,0.5401753672482296,0.4598246327517703,0,0,XC,0.25,0.25,0,0,15,True,True,0.9231227651966627,0.08911379906196001
"('V',)",drivel,CX,0.5401753672482296,0.4598246327517703,0,0,XC,0.25,0.25,0,0,7,True,True,0.07687723480333729,0.91088620093804
"('V',)",drivel,X,0.5401753672482296,0.4598246327517703,0,0,XC,0.25,0.25,0,0,0,True,True,,
"('S', 'T')",trustee,XC,0.3173607265365571,0.17863192208840717,0.5040073513750357,0,XC,0,0,1,0,11,True,True,0.7741129435282359,0.045423881268270745
"('S', 'T')",trustee,CX,0.3173607265365571,0.17863192208840717,0.5040073513750357,0,XC,0,0,1,0,7,True,True,0.15858737298017658,0.12480323813807061
"('S', 'T')",trustee,CCX,0.3173607265365571,0.17863192208840717,0.5040073513750357,0,XC,0,0,1,0,4,True,True,0.06729968349158755,0.8297728805936586
"('S', 'T')",trustee,X,0.3173607265365571,0.17863192208840717,0.5040073513750357,0,XC,0,0,1,0,0,True,True,,
"('N', 'K')",incur,XC,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0,True,True,0.6531271960646521,0.0
"('N', 'K')",incur,CX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,20,True,True,0.34687280393534786,0.2744789618560755
"('N', 'K')",incur,CCX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,2,True,True,0.0,0.7255210381439245
"('N', 'K')",incur,X,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0,True,True,,
"('N', 'D')",standard,XC,0.0,0.8386634243321687,0.16133657566783127,0,CX,0.25,0.25,0.25,0,1,True,True,0.6408771203971866,0.0
"('N', 'D')",standard,CX,0.0,0.8386634243321687,0.16133657566783127,0,CX,0.25,0.25,0.25,0,17,True,True,0.34036684595228245,0.22266694754581842
"('N', 'D')",standard,CCX,0.0,0.8386634243321687,0.16133657566783127,0,CX,0.25,0.25,0.25,0,4,True,True,0.018756033650530957,0.7773330524541816
"('N', 'D')",standard,X,0.0,0.8386634243321687,0.16133657566783127,0,CX,0.25,0.25,0.25,0,0,True,True,,
"('F',)",afoul,XC,0.8541418381685908,0.1458581618314093,0,0,XC,1,0,0,0,21,False,True,0.9748269351793581,0.13135593220338984
"('F',)",afoul,CX,0.8541418381685908,0.1458581618314093,0,0,XC,1,0,0,0,1,False,True,0.025173064820641914,0.8686440677966102
"('F',)",afoul,X,0.8541418381685908,0.1458581618314093,0,0,XC,1,0,0,0,0,False,True,,
"('P', 'HH')",uphill,XC,0.0,1.0,0.0,0,CX,0,1,0,0,1,True,True,0.9567634342186535,0.0
"('P', 'HH')",uphill,CX,0.0,1.0,0.0,0,CX,0,1,0,0,21,True,True,0.04323656578134651,0.12413956800379777
"('P', 'HH')",uphill,CCX,0.0,1.0,0.0,0,CX,0,1,0,0,0,True,True,0.0,0.8758604319962022
"('P', 'HH')",uphill,X,0.0,1.0,0.0,0,CX,0,1,0,0,0,True,True,,
"('P', 'G', 'R')",upgrade,XC,0.0,1.0,0.0,0.0,CX,0,1,0,0,1,False,True,0.9567634342186535,0.0
"('P', 'G', 'R')",upgrade,CX,0.0,1.0,0.0,0.0,CX,0,1,0,0,21,False,True,0.04323656578134651,0.028449502133712657
"('P', 'G', 'R')",upgrade,CCX,0.0,1.0,0.0,0.0,CX,0,1,0,0,0,False,True,0.0,0.2217029059134322
"('P', 'G', 'R')",upgrade,CCCX,0.0,1.0,0.0,0.0,CX,0,1,0,0,0,False,True,0.0,0.749847591952855
"('P', 'G', 'R')",upgrade,X,0.0,1.0,0.0,0.0,CX,0,1,0,0,0,False,True,,
"('M', 'P')",umpire,XC,0.0,0.7518780611792045,0.24812193882079542,0,CX,0.25,0.25,0.25,0,1,True,True,0.8787821482602117,0.0
"('M', 'P')",umpire,CX,0.0,0.7518780611792045,0.24812193882079542,0,CX,0.25,0.25,0.25,0,16,True,True,0.11176248108925871,0.20405522001725626
"('M', 'P')",umpire,CCX,0.0,0.7518780611792045,0.24812193882079542,0,CX,0.25,0.25,0.25,0,5,True,True,0.009455370650529501,0.7959447799827438
"('M', 'P')",umpire,X,0.0,0.7518780611792045,0.24812193882079542,0,CX,0.25,0.25,0.25,0,0,True,True,,
"('G',)",against,XC,0.7698792607864963,0.23012073921350376,0,0,XC,0.25,0.25,0,0,22,False,True,0.9791403286978507,0.0665317480394637
"('G',)",against,CX,0.7698792607864963,0.23012073921350376,0,0,XC,0.25,0.25,0,0,0,False,True,0.020859671302149177,0.9334682519605363
"('G',)",against,X,0.7698792607864963,0.23012073921350376,0,0,XC,0.25,0.25,0,0,0,False,True,,
"('N', 'JH')",unjust,XC,0.0,0.8521537054669897,0.14784629453301024,0,CX,0,1,0,0,2,False,True,0.6500209819555182,0.0
"('N', 'JH')",unjust,CX,0.0,0.8521537054669897,0.14784629453301024,0,CX,0,1,0,0,19,False,True,0.3452231081270108,0.07356264122520714
"('N', 'JH')",unjust,CCX,0.0,0.8521537054669897,0.14784629453301024,0,CX,0,1,0,0,1,False,True,0.004755909917470974,0.9264373587747929
"('N', 'JH')",unjust,X,0.0,0.8521537054669897,0.14784629453301024,0,CX,0,1,0,0,0,False,True,,
"('P', 'L')",pipeline,XC,0.7999655706662075,0.20003442933379237,0.0,0,XC,0,1,0,0,4,True,False,0.9567634342186535,0.023994515539305303
"('P', 'L')",pipeline,CX,0.7999655706662075,0.20003442933379237,0.0,0,XC,0,1,0,0,18,True,False,0.04323656578134651,0.1327696526508227
"('P', 'L')",pipeline,CCX,0.7999655706662075,0.20003442933379237,0.0,0,XC,0,1,0,0,0,True,False,0.0,0.843235831809872
"('P', 'L')",pipeline,X,0.7999655706662075,0.20003442933379237,0.0,0,XC,0,1,0,0,0,True,False,,
"('P', 'S', 'W')",upswing,XC,0.0,0.740205709002658,0.25979429099734197,0.0,CX,0.25,0.25,0.25,0.25,1,False,True,0.9536219987687258,0.0
"('P', 'S', 'W')",upswing,CX,0.0,0.740205709002658,0.25979429099734197,0.0,CX,0.25,0.25,0.25,0.25,21,False,True,0.04309460291401601,0.015128968253968254
"('P', 'S', 'W')",upswing,CCX,0.0,0.740205709002658,0.25979429099734197,0.0,CX,0.25,0.25,0.25,0.25,0,False,True,0.0032833983172583627,0.06969246031746032
"('P', 'S', 'W')",upswing,CCCX,0.0,0.740205709002658,0.25979429099734197,0.0,CX,0.25,0.25,0.25,0.25,0,False,True,0.0,0.9151785714285714
"('P', 'S', 'W')",upswing,X,0.0,0.740205709002658,0.25979429099734197,0.0,CX,0.25,0.25,0.25,0.25,0,False,True,,
"('N', 'V')",convey,XC,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0,False,True,0.6531271960646521,0.0
"('N', 'V')",convey,CX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,22,False,True,0.34687280393534786,0.08911379906196001
"('N', 'V')",convey,CCX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0,False,True,0.0,0.91088620093804
"('N', 'V')",convey,X,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0,False,True,,
"('P', 'R')",depress,XC,0.9075519982181032,0.0924480017818968,0.0,0,XC,0.25,0.25,0.25,0,20,False,True,0.9567634342186535,0.0919278252611586
"('P', 'R')",depress,CX,0.9075519982181032,0.0924480017818968,0.0,0,XC,0.25,0.25,0.25,0,2,False,True,0.04323656578134651,0.20721747388414055
"('P', 'R')",depress,CCX,0.9075519982181032,0.0924480017818968,0.0,0,XC,0.25,0.25,0.25,0,0,False,True,0.0,0.7008547008547008
"('P', 'R')",depress,X,0.9075519982181032,0.0924480017818968,0.0,0,XC,0.25,0.25,0.25,0,0,False,True,,
"('R', 'B')",urbane,XC,0.0,0.9278750302963965,0.07212496970360352,0,CX,0.25,0.25,0.25,0,0,False,True,0.9303303303303303,0.0
"('R', 'B')",urbane,CX,0.0,0.9278750302963965,0.07212496970360352,0,CX,0.25,0.25,0.25,0,22,False,True,0.06866866866866866,0.15791875855773618
"('R', 'B')",urbane,CCX,0.0,0.9278750302963965,0.07212496970360352,0,CX,0.25,0.25,0.25,0,0,False,True,0.001001001001001001,0.8420812414422638
"('R', 'B')",urbane,X,0.0,0.9278750302963965,0.07212496970360352,0,CX,0.25,0.25,0.25,0,0,False,True,,
"('R', 'T')",certain,XC,0.0,0.4795027770431103,0.5204972229568897,0,CX,0.25,0.25,0.25,0,0,True,True,0.9209274673008323,0.0
"('R', 'T')",certain,CX,0.0,0.4795027770431103,0.5204972229568897,0,CX,0.25,0.25,0.25,0,20,True,True,0.06797463337296869,0.13074204946996465
"('R', 'T')",certain,CCX,0.0,0.4795027770431103,0.5204972229568897,0,CX,0.25,0.25,0.25,0,2,True,True,0.01109789932619897,0.8692579505300353
"('R', 'T')",certain,X,0.0,0.4795027770431103,0.5204972229568897,0,CX,0.25,0.25,0.25,0,0,True,True,,
"('N', 'D', 'L')",groundling,XC,0.0,0.0,1.0,0.0,CCX,0,0,1,0,0,True,False,0.6408771203971866,0.0
"('N', 'D', 'L')",groundling,CX,0.0,0.0,1.0,0.0,CCX,0,0,1,0,4,True,False,0.34036684595228245,0.0
"('N', 'D', 'L')",groundling,CCX,0.0,0.0,1.0,0.0,CCX,0,0,1,0,18,True,False,0.018756033650530957,0.13603371575743387
"('N', 'D', 'L')",groundling,CCCX,0.0,0.0,1.0,0.0,CCX,0,0,1,0,0,True,False,0.0,0.863966284242566
"('N', 'D', 'L')",groundling,X,0.0,0.0,1.0,0.0,CCX,0,0,1,0,0,True,False,,
"('P',)",upon,XC,0.8501439384006303,0.14985606159936973,0,0,XC,0,1,0,0,14,False,True,0.9567634342186535,0.20405522001725626
"('P',)",upon,CX,0.8501439384006303,0.14985606159936973,0,0,XC,0,1,0,0,8,False,True,0.04323656578134651,0.7959447799827438
"('P',)",upon,X,0.8501439384006303,0.14985606159936973,0,0,XC,0,1,0,0,0,False,True,,
"('D',)",bridal,XC,0.6414686808130189,0.3585313191869811,0,0,XC,0,1,0,0,18,True,False,0.8619922092376182,0.22266694754581842
"('D',)",bridal,CX,0.6414686808130189,0.3585313191869811,0,0,XC,0,1,0,0,4,True,False,0.13800779076238173,0.7773330524541816
"('D',)",bridal,X,0.6414686808130189,0.3585313191869811,0,0,XC,0,1,0,0,0,True,False,,
"('P', 'S', 'T')",upstairs,XC,0.0,0.8269005847953217,0.17309941520467836,0.0,CX,0,1,0,0,0,False,True,0.9536219987687258,0.0
"('P', 'S', 'T')",upstairs,CX,0.0,0.8269005847953217,0.17309941520467836,0.0,CX,0,1,0,0,20,False,True,0.04309460291401601,0.045423881268270745
"('P', 'S', 'T')",upstairs,CCX,0.0,0.8269005847953217,0.17309941520467836,0.0,CX,0,1,0,0,2,False,True,0.0032833983172583627,0.12480323813807061
"('P', 'S', 'T')",upstairs,CCCX,0.0,0.8269005847953217,0.17309941520467836,0.0,CX,0,1,0,0,0,False,True,0.0,0.8297728805936586
"('P', 'S', 'T')",upstairs,X,0.0,0.8269005847953217,0.17309941520467836,0.0,CX,0,1,0,0,0,False,True,,
"('M', 'P')",rumple,XC,0.0,0.7518780611792045,0.24812193882079542,0,CX,0.25,0.25,0.25,0,0,True,True,0.8787821482602117,0.0
"('M', 'P')",rumple,CX,0.0,0.7518780611792045,0.24812193882079542,0,CX,0.25,0.25,0.25,0,20,True,True,0.11176248108925871,0.20405522001725626
"('M', 'P')",rumple,CCX,0.0,0.7518780611792045,0.24812193882079542,0,CX,0.25,0.25,0.25,0,2,True,True,0.009455370650529501,0.7959447799827438
"('M', 'P')",rumple,X,0.0,0.7518780611792045,0.24812193882079542,0,CX,0.25,0.25,0.25,0,0,True,True,,
"('B', 'R')",abrupt,XC,0.8582570051853465,0.14174299481465347,0.0,0,XC,0.25,0.25,0.25,0,14,False,True,0.9785217940619078,0.029435647584246855
"('B', 'R')",abrupt,CX,0.8582570051853465,0.14174299481465347,0.0,0,XC,0.25,0.25,0.25,0,5,False,True,0.02147820593809223,0.22147787251319528
"('B', 'R')",abrupt,CCX,0.8582570051853465,0.14174299481465347,0.0,0,XC,0.25,0.25,0.25,0,3,False,True,0.0,0.7490864799025578
"('B', 'R')",abrupt,X,0.8582570051853465,0.14174299481465347,0.0,0,XC,0.25,0.25,0.25,0,0,False,True,,
"('N', 'D')",tinder,XC,0.0,0.8386634243321687,0.16133657566783127,0,CX,0.25,0.25,0.25,0,0,True,True,0.6408771203971866,0.0
"('N', 'D')",tinder,CX,0.0,0.8386634243321687,0.16133657566783127,0,CX,0.25,0.25,0.25,0,22,True,True,0.34036684595228245,0.22266694754581842
"('N', 'D')",tinder,CCX,0.0,0.8386634243321687,0.16133657566783127,0,CX,0.25,0.25,0.25,0,0,True,True,0.018756033650530957,0.7773330524541816
"('N', 'D')",tinder,X,0.0,0.8386634243321687,0.16133657566783127,0,CX,0.25,0.25,0.25,0,0,True,True,,
"('R',)",tirade,XC,0.8002271942738329,0.19977280572616696,0,0,XC,0.25,0.25,0,0,22,False,False,0.9312625250501001,0.2281949382974273
"('R',)",tirade,CX,0.8002271942738329,0.19977280572616696,0,0,XC,0.25,0.25,0,0,0,False,False,0.06873747494989979,0.7718050617025726
"('R',)",tirade,X,0.8002271942738329,0.19977280572616696,0,0,XC,0.25,0.25,0,0,0,False,False,,
"('S', 'JH')",misjudge,XC,0.0,1.0,0.0,0,CX,0,1,0,0,0,False,True,0.8299696374352563,0.0
"('S', 'JH')",misjudge,CX,0.0,1.0,0.0,0,CX,0,1,0,0,21,False,True,0.1700303625647437,0.07356264122520714
"('S', 'JH')",misjudge,CCX,0.0,1.0,0.0,0,CX,0,1,0,0,1,False,True,0.0,0.9264373587747929
"('S', 'JH')",misjudge,X,0.0,1.0,0.0,0,CX,0,1,0,0,0,False,True,,
"('L', 'DH')",although,XC,0.0,1.0,0.0,0,CX,0,1,0,0,1,True,True,0.7100076394194041,0.0
"('L', 'DH')",although,CX,0.0,1.0,0.0,0,CX,0,1,0,0,21,True,True,0.2899923605805959,0.00458591853250607
"('L', 'DH')",although,CCX,0.0,1.0,0.0,0,CX,0,1,0,0,0,True,True,0.0,0.9954140814674939
"('L', 'DH')",although,X,0.0,1.0,0.0,0,CX,0,1,0,0,0,True,True,,
"('NG', 'K', 'CH')",tincture,XC,0.0,0.0,1.0,0.0,CCX,0.25,0.25,0.25,0.25,0,True,True,0.9665141430948418,0.0
"('NG', 'K', 'CH')",tincture,CX,0.0,0.0,1.0,0.0,CCX,0.25,0.25,0.25,0.25,7,True,True,0.02100665557404326,0.0
"('NG', 'K', 'CH')",tincture,CCX,0.0,0.0,1.0,0.0,CCX,0.25,0.25,0.25,0.25,13,True,True,0.012479201331114806,0.0350418410041841
"('NG', 'K', 'CH')",tincture,CCCX,0.0,0.0,1.0,0.0,CCX,0.25,0.25,0.25,0.25,1,True,True,0.0,0.9649581589958158
"('NG', 'K', 'CH')",tincture,X,0.0,0.0,1.0,0.0,CCX,0.25,0.25,0.25,0.25,1,True,True,,
"('L',)",piling,XC,0.27823975756444025,0.7217602424355597,0,0,XC,0,1,0,0,18,True,False,0.7100076394194041,0.13603371575743387
"('L',)",piling,CX,0.27823975756444025,0.7217602424355597,0,0,XC,0,1,0,0,4,True,False,0.2899923605805959,0.863966284242566
"('L',)",piling,X,0.27823975756444025,0.7217602424355597,0,0,XC,0,1,0,0,0,True,False,,
"('N',)",tinny,XC,0.16133575606010916,0.8386642439398908,0,0,XC,0,1,0,0,14,True,True,0.6531271960646521,0.09269731989181215
"('N',)",tinny,CX,0.16133575606010916,0.8386642439398908,0,0,XC,0,1,0,0,7,True,True,0.34687280393534786,0.9073026801081878
"('N',)",tinny,X,0.16133575606010916,0.8386642439398908,0,0,XC,0,1,0,0,1,True,True,,
"('D', 'R')",hydrate,XC,0.29757992076719786,0.7024200792328021,0.0,0,XC,0.25,0.25,0.25,0,21,True,False,0.8619922092376182,0.015242018537590114
"('D', 'R')",hydrate,CX,0.29757992076719786,0.7024200792328021,0.0,0,XC,0.25,0.25,0.25,0,1,True,False,0.13800779076238173,0.2247167868177137
"('D', 'R')",hydrate,CCX,0.29757992076719786,0.7024200792328021,0.0,0,XC,0.25,0.25,0.25,0,0,True,False,0.0,0.7600411946446962
"('D', 'R')",hydrate,X,0.29757992076719786,0.7024200792328021,0.0,0,XC,0.25,0.25,0.25,0,0,True,False,,
"('R', 'T')",wartime,XC,0.0,0.4795027770431103,0.5204972229568897,0,CX,0,1,0,0,0,True,True,0.9209274673008323,0.0
"('R', 'T')",wartime,CX,0.0,0.4795027770431103,0.5204972229568897,0,CX,0,1,0,0,22,True,True,0.06797463337296869,0.13074204946996465
"('R', 'T')",wartime,CCX,0.0,0.4795027770431103,0.5204972229568897,0,CX,0,1,0,0,0,True,True,0.01109789932619897,0.8692579505300353
"('R', 'T')",wartime,X,0.0,0.4795027770431103,0.5204972229568897,0,CX,0,1,0,0,0,True,True,,
"('L',)",aloud,XC,0.27823975756444025,0.7217602424355597,0,0,XC,1,0,0,0,20,False,True,0.7100076394194041,0.13603371575743387
"('L',)",aloud,CX,0.27823975756444025,0.7217602424355597,0,0,XC,1,0,0,0,2,False,True,0.2899923605805959,0.863966284242566
"('L',)",aloud,X,0.27823975756444025,0.7217602424355597,0,0,XC,1,0,0,0,0,False,True,,
"('G', 'N')",magnate,XC,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,2,True,True,0.9791403286978507,0.0
"('G', 'N')",magnate,CX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,20,True,True,0.020859671302149177,0.09269731989181215
"('G', 'N')",magnate,CCX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0,True,True,0.0,0.9073026801081878
"('G', 'N')",magnate,X,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0,True,True,,
"('T',)",titan,XC,0.3417896651459582,0.6582103348540418,0,0,XC,0.25,0.25,0,0,19,True,False,0.7754046387452027,0.13074204946996465
"('T',)",titan,CX,0.3417896651459582,0.6582103348540418,0,0,XC,0.25,0.25,0,0,3,True,False,0.22459536125479723,0.8692579505300353
"('T',)",titan,X,0.3417896651459582,0.6582103348540418,0,0,XC,0.25,0.25,0,0,0,True,False,,
"('N',)",panache,XC,0.16133575606010916,0.8386642439398908,0,0,XC,0.25,0.25,0,0,15,False,True,0.6531271960646521,0.09269731989181215
"('N',)",panache,CX,0.16133575606010916,0.8386642439398908,0,0,XC,0.25,0.25,0,0,6,False,True,0.34687280393534786,0.9073026801081878
"('N',)",panache,X,0.16133575606010916,0.8386642439398908,0,0,XC,0.25,0.25,0,0,1,False,True,,
"('K',)",token,XC,0.6891478535557146,0.3108521464442854,0,0,XC,0.25,0.25,0,0,18,True,False,0.8542279411764705,0.2744789618560755
"('K',)",token,CX,0.6891478535557146,0.3108521464442854,0,0,XC,0.25,0.25,0,0,4,True,False,0.1457720588235294,0.7255210381439245
"('K',)",token,X,0.6891478535557146,0.3108521464442854,0,0,XC,0.25,0.25,0,0,0,True,False,,
"('R', 'B')",turban,XC,0.0,0.9278750302963965,0.07212496970360352,0,CX,0.25,0.25,0.25,0,0,True,True,0.9303303303303303,0.0
"('R', 'B')",turban,CX,0.0,0.9278750302963965,0.07212496970360352,0,CX,0.25,0.25,0.25,0,18,True,True,0.06866866866866866,0.15791875855773618
"('R', 'B')",turban,CCX,0.0,0.9278750302963965,0.07212496970360352,0,CX,0.25,0.25,0.25,0,4,True,True,0.001001001001001001,0.8420812414422638
"('R', 'B')",turban,X,0.0,0.9278750302963965,0.07212496970360352,0,CX,0.25,0.25,0.25,0,0,True,True,,
"('R', 'L')",tireless,XC,0.0,0.9473741757902192,0.052625824209780694,0,CX,0.25,0.25,0.25,0,1,False,True,0.9307029841778489,0.0
"('R', 'L')",tireless,CX,0.0,0.9473741757902192,0.052625824209780694,0,CX,0.25,0.25,0.25,0,21,False,True,0.0686961746445023,0.13603371575743387
"('R', 'L')",tireless,CCX,0.0,0.9473741757902192,0.052625824209780694,0,CX,0.25,0.25,0.25,0,0,False,True,0.0006008411776487081,0.863966284242566
"('R', 'L')",tireless,X,0.0,0.9473741757902192,0.052625824209780694,0,CX,0.25,0.25,0.25,0,0,False,True,,
"('T',)",tittle,XC,0.3417896651459582,0.6582103348540418,0,0,XC,0.25,0.25,0,0,18,True,True,0.7754046387452027,0.13074204946996465
"('T',)",tittle,CX,0.3417896651459582,0.6582103348540418,0,0,XC,0.25,0.25,0,0,4,True,True,0.22459536125479723,0.8692579505300353
"('T',)",tittle,X,0.3417896651459582,0.6582103348540418,0,0,XC,0.25,0.25,0,0,0,True,True,,
"('R', 'JH')",forging,XC,0.0,0.7314390934431837,0.2685609065568163,0,CX,0,0,1,0,0,True,True,0.9293999999999999,0.0
"('R', 'JH')",forging,CX,0.0,0.7314390934431837,0.2685609065568163,0,CX,0,0,1,0,19,True,True,0.0686,0.07356264122520714
"('R', 'JH')",forging,CCX,0.0,0.7314390934431837,0.2685609065568163,0,CX,0,0,1,0,3,True,True,0.002,0.9264373587747929
"('R', 'JH')",forging,X,0.0,0.7314390934431837,0.2685609065568163,0,CX,0,0,1,0,0,True,True,,
"('N',)",thinner,XC,0.16133575606010916,0.8386642439398908,0,0,XC,1,0,0,0,9,True,True,0.6531271960646521,0.09269731989181215
"('N',)",thinner,CX,0.16133575606010916,0.8386642439398908,0,0,XC,1,0,0,0,13,True,True,0.34687280393534786,0.9073026801081878
"('N',)",thinner,X,0.16133575606010916,0.8386642439398908,0,0,XC,1,0,0,0,0,True,True,,
"('M', 'B')",thimble,XC,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0,True,True,0.8871706758304696,0.0
"('M', 'B')",thimble,CX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,21,True,True,0.11282932416953037,0.15791875855773618
"('M', 'B')",thimble,CCX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,1,True,True,0.0,0.8420812414422638
"('M', 'B')",thimble,X,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0,True,True,,
"('M',)",amour,XC,0.6709716053288722,0.3290283946711278,0,0,XC,0.25,0.25,0,0,21,True,False,0.8871706758304696,0.20593931568754034
