Cluster,Word,Response,jP_XC,jP_CX,jP_CCX,jP_CCCX,OnsetMax,Morph_XC,Morph_CX,Morph_CCX,Morph_CCCX,Frequency,P_stress,P_lax
"('N',)",guinea,XC,0.16133575606010916,0.8386642439398908,0,0,XC,0.25,0.25,0,0,15,True,True
"('N',)",guinea,CX,0.16133575606010916,0.8386642439398908,0,0,XC,0.25,0.25,0,0,4,True,True
"('N',)",guinea,X,0.16133575606010916,0.8386642439398908,0,0,XC,0.25,0.25,0,0,1,True,True
"('V',)",ovoid,XC,0.5401753672482296,0.4598246327517703,0,0,XC,0.25,0.25,0,0,20,True,False
"('V',)",ovoid,CX,0.5401753672482296,0.4598246327517703,0,0,XC,0.25,0.25,0,0,0,True,False
"('V',)",ovoid,X,0.5401753672482296,0.4598246327517703,0,0,XC,0.25,0.25,0,0,0,True,False
"('L', 'K', 'R')",fulcrum,XC,0.0,0.9637284088676651,0.036271591132334934,0.0,CX,0.25,0.25,0.25,0.25,0,True,True
"('L', 'K', 'R')",fulcrum,CX,0.0,0.9637284088676651,0.036271591132334934,0.0,CX,0.25,0.25,0.25,0.25,20,True,True
"('L', 'K', 'R')",fulcrum,CCX,0.0,0.9637284088676651,0.036271591132334934,0.0,CX,0.25,0.25,0.25,0.25,0,True,True
"('L', 'K', 'R')",fulcrum,CCCX,0.0,0.9637284088676651,0.036271591132334934,0.0,CX,0.25,0.25,0.25,0.25,0,True,True
"('L', 'K', 'R')",fulcrum,X,0.0,0.9637284088676651,0.036271591132334934,0.0,CX,0.25,0.25,0.25,0.25,0,True,True
"('G',)",smuggle,XC,0.7698792607864963,0.23012073921350376,0,0,XC,0.25,0.25,0,0,15,True,True
"('G',)",smuggle,CX,0.7698792607864963,0.23012073921350376,0,0,XC,0.25,0.25,0,0,5,True,True
"('G',)",smuggle,X,0.7698792607864963,0.23012073921350376,0,0,XC,0.25,0.25,0,0,0,True,True
"('T',)",goatee,XC,0.3417896651459582,0.6582103348540418,0,0,XC,0.25,0.25,0,0,20,True,False
"('T',)",goatee,CX,0.3417896651459582,0.6582103348540418,0,0,XC,0.25,0.25,0,0,0,True,False
"('T',)",goatee,X,0.3417896651459582,0.6582103348540418,0,0,XC,0.25,0.25,0,0,0,True,False
"('M', 'P')",compile,XC,0.0,0.7518780611792045,0.24812193882079542,0,CX,0.25,0.25,0.25,0,0,False,True
"('M', 'P')",compile,CX,0.0,0.7518780611792045,0.24812193882079542,0,CX,0.25,0.25,0.25,0,20,False,True
"('M', 'P')",compile,CCX,0.0,0.7518780611792045,0.24812193882079542,0,CX,0.25,0.25,0.25,0,0,False,True
"('M', 'P')",compile,X,0.0,0.7518780611792045,0.24812193882079542,0,CX,0.25,0.25,0.25,0,0,False,True
"('P', 'S', 'T')",capstan,XC,0.0,0.8269005847953217,0.17309941520467836,0.0,CX,0.25,0.25,0.25,0.25,0,True,True
"('P', 'S', 'T')",capstan,CX,0.0,0.8269005847953217,0.17309941520467836,0.0,CX,0.25,0.25,0.25,0.25,18,True,True
"('P', 'S', 'T')",capstan,CCX,0.0,0.8269005847953217,0.17309941520467836,0.0,CX,0.25,0.25,0.25,0.25,1,True,True
"('P', 'S', 'T')",capstan,CCCX,0.0,0.8269005847953217,0.17309941520467836,0.0,CX,0.25,0.25,0.25,0.25,0,True,True
"('P', 'S', 'T')",capstan,X,0.0,0.8269005847953217,0.17309941520467836,0.0,CX,0.25,0.25,0.25,0.25,1,True,True
"('L',)",calif,XC,0.27823975756444025,0.7217602424355597,0,0,XC,0.25,0.25,0,0,14,True,True
"('L',)",calif,CX,0.27823975756444025,0.7217602424355597,0,0,XC,0.25,0.25,0,0,5,True,True
"('L',)",calif,X,0.27823975756444025,0.7217602424355597,0,0,XC,0.25,0.25,0,0,1,True,True
"('S',)",aside,XC,0.5935656925793876,0.40643430742061243,0,0,XC,1,0,0,0,20,False,True
"('S',)",aside,CX,0.5935656925793876,0.40643430742061243,0,0,XC,1,0,0,0,0,False,True
"('S',)",aside,X,0.5935656925793876,0.40643430742061243,0,0,XC,1,0,0,0,0,False,True
"('SH',)",spatial,XC,0.5459654871851051,0.45403451281489493,0,0,XC,0,1,0,0,19,True,False
"('SH',)",spatial,CX,0.5459654871851051,0.45403451281489493,0,0,XC,0,1,0,0,0,True,False
"('SH',)",spatial,X,0.5459654871851051,0.45403451281489493,0,0,XC,0,1,0,0,1,True,False
"('D', 'R')",squadron,XC,0.29757992076719786,0.7024200792328021,0.0,0,XC,0.25,0.25,0.25,0,16,True,False
"('D', 'R')",squadron,CX,0.29757992076719786,0.7024200792328021,0.0,0,XC,0.25,0.25,0.25,0,4,True,False
"('D', 'R')",squadron,CCX,0.29757992076719786,0.7024200792328021,0.0,0,XC,0.25,0.25,0.25,0,0,True,False
"('D', 'R')",squadron,X,0.29757992076719786,0.7024200792328021,0.0,0,XC,0.25,0.25,0.25,0,0,True,False
"('T',)",cattle,XC,0.3417896651459582,0.6582103348540418,0,0,XC,0.25,0.25,0,0,16,True,True
"('T',)",cattle,CX,0.3417896651459582,0.6582103348540418,0,0,XC,0.25,0.25,0,0,4,True,True
"('T',)",cattle,X,0.3417896651459582,0.6582103348540418,0,0,XC,0.25,0.25,0,0,0,True,True
"('M',)",dimmer,XC,0.6709716053288722,0.3290283946711278,0,0,XC,1,0,0,0,10,True,True
"('M',)",dimmer,CX,0.6709716053288722,0.3290283946711278,0,0,XC,1,0,0,0,10,True,True
"('M',)",dimmer,X,0.6709716053288722,0.3290283946711278,0,0,XC,1,0,0,0,0,True,True
"('SH',)",spacious,XC,0.5459654871851051,0.45403451281489493,0,0,XC,0,1,0,0,18,True,False
"('SH',)",spacious,CX,0.5459654871851051,0.45403451281489493,0,0,XC,0,1,0,0,2,True,False
"('SH',)",spacious,X,0.5459654871851051,0.45403451281489493,0,0,XC,0,1,0,0,0,True,False
"('K', 'L')",mukluk,XC,0.5475793250606604,0.4524206749393396,0.0,0,XC,0.25,0.25,0.25,0,0,True,True
"('K', 'L')",mukluk,CX,0.5475793250606604,0.4524206749393396,0.0,0,XC,0.25,0.25,0.25,0,20,True,True
"('K', 'L')",mukluk,CCX,0.5475793250606604,0.4524206749393396,0.0,0,XC,0.25,0.25,0.25,0,0,True,True
"('K', 'L')",mukluk,X,0.5475793250606604,0.4524206749393396,0.0,0,XC,0.25,0.25,0.25,0,0,True,True
"('P', 'SH')",upshot,XC,0.0,1.0,0.0,0,CX,0,1,0,0,1,True,True
"('P', 'SH')",upshot,CX,0.0,1.0,0.0,0,CX,0,1,0,0,19,True,True
"('P', 'SH')",upshot,CCX,0.0,1.0,0.0,0,CX,0,1,0,0,0,True,True
"('P', 'SH')",upshot,X,0.0,1.0,0.0,0,CX,0,1,0,0,0,True,True
"('R', 'M')",germane,XC,0.0,0.7875295997466477,0.21247040025335223,0,CX,0.25,0.25,0.25,0,0,False,True
"('R', 'M')",germane,CX,0.0,0.7875295997466477,0.21247040025335223,0,CX,0.25,0.25,0.25,0,20,False,True
"('R', 'M')",germane,CCX,0.0,0.7875295997466477,0.21247040025335223,0,CX,0.25,0.25,0.25,0,0,False,True
"('R', 'M')",germane,X,0.0,0.7875295997466477,0.21247040025335223,0,CX,0.25,0.25,0.25,0,0,False,True
"('S', 'CH')",gesture,XC,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,1,True,True
"('S', 'CH')",gesture,CX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,17,True,True
"('S', 'CH')",gesture,CCX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,2,True,True
"('S', 'CH')",gesture,X,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0,True,True
"('P',)",lapel,XC,0.8501439384006303,0.14985606159936973,0,0,XC,0.25,0.25,0,0,17,False,True
"('P',)",lapel,CX,0.8501439384006303,0.14985606159936973,0,0,XC,0.25,0.25,0,0,3,False,True
"('P',)",lapel,X,0.8501439384006303,0.14985606159936973,0,0,XC,0.25,0.25,0,0,0,False,True
"('F',)",preface,XC,0.8541418381685908,0.1458581618314093,0,0,XC,0.25,0.25,0,0,17,True,True
"('F',)",preface,CX,0.8541418381685908,0.1458581618314093,0,0,XC,0.25,0.25,0,0,3,True,True
"('F',)",preface,X,0.8541418381685908,0.1458581618314093,0,0,XC,0.25,0.25,0,0,0,True,True
"('N', 'F')",infest,XC,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0,True,True
"('N', 'F')",infest,CX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,20,True,True
"('N', 'F')",infest,CCX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0,True,True
"('N', 'F')",infest,X,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0,True,True
"('V',)",proven,XC,0.5401753672482296,0.4598246327517703,0,0,XC,0,1,0,0,14,True,False
"('V',)",proven,CX,0.5401753672482296,0.4598246327517703,0,0,XC,0,1,0,0,6,True,False
"('V',)",proven,X,0.5401753672482296,0.4598246327517703,0,0,XC,0,1,0,0,0,True,False
"('L',)",colloid,XC,0.27823975756444025,0.7217602424355597,0,0,XC,0.25,0.25,0,0,12,True,False
"('L',)",colloid,CX,0.27823975756444025,0.7217602424355597,0,0,XC,0.25,0.25,0,0,8,True,False
"('L',)",colloid,X,0.27823975756444025,0.7217602424355597,0,0,XC,0.25,0.25,0,0,0,True,False
"('S', 'T', 'R')",mistress,XC,0.3218859361188506,0.22243335590556876,0.45568070797558063,0.0,XC,0.25,0.25,0.25,0.25,1,True,True
"('S', 'T', 'R')",mistress,CX,0.3218859361188506,0.22243335590556876,0.45568070797558063,0.0,XC,0.25,0.25,0.25,0.25,19,True,True
"('S', 'T', 'R')",mistress,CCX,0.3218859361188506,0.22243335590556876,0.45568070797558063,0.0,XC,0.25,0.25,0.25,0.25,0,True,True
"('S', 'T', 'R')",mistress,CCCX,0.3218859361188506,0.22243335590556876,0.45568070797558063,0.0,XC,0.25,0.25,0.25,0.25,0,True,True
"('S', 'T', 'R')",mistress,X,0.3218859361188506,0.22243335590556876,0.45568070797558063,0.0,XC,0.25,0.25,0.25,0.25,0,True,True
"('NG', 'K')",conquer,XC,0.0,0.3890661044823895,0.6109338955176106,0,CX,0.25,0.25,0.25,0,0,True,False
"('NG', 'K')",conquer,CX,0.0,0.3890661044823895,0.6109338955176106,0,CX,0.25,0.25,0.25,0,20,True,False
"('NG', 'K')",conquer,CCX,0.0,0.3890661044823895,0.6109338955176106,0,CX,0.25,0.25,0.25,0,0,True,False
"('NG', 'K')",conquer,X,0.0,0.3890661044823895,0.6109338955176106,0,CX,0.25,0.25,0.25,0,0,True,False
"('D', 'L')",wedlock,XC,0.0,1.0,0.0,0,CX,0,1,0,0,3,True,True
"('D', 'L')",wedlock,CX,0.0,1.0,0.0,0,CX,0,1,0,0,17,True,True
"('D', 'L')",wedlock,CCX,0.0,1.0,0.0,0,CX,0,1,0,0,0,True,True
"('D', 'L')",wedlock,X,0.0,1.0,0.0,0,CX,0,1,0,0,0,True,True
"('D',)",adorn,XC,0.6414686808130189,0.3585313191869811,0,0,XC,0.25,0.25,0,0,20,False,True
"('D',)",adorn,CX,0.6414686808130189,0.3585313191869811,0,0,XC,0.25,0.25,0,0,0,False,True
"('D',)",adorn,X,0.6414686808130189,0.3585313191869811,0,0,XC,0.25,0.25,0,0,0,False,True
"('T', 'S')",pizza,XC,0.0,0.997522947973852,0.002477052026148003,0,CX,0.25,0.25,0.25,0,8,True,False
"('T', 'S')",pizza,CX,0.0,0.997522947973852,0.002477052026148003,0,CX,0.25,0.25,0.25,0,10,True,False
"('T', 'S')",pizza,CCX,0.0,0.997522947973852,0.002477052026148003,0,CX,0.25,0.25,0.25,0,2,True,False
"('T', 'S')",pizza,X,0.0,0.997522947973852,0.002477052026148003,0,CX,0.25,0.25,0.25,0,0,True,False
"('L',)",relieve,XC,0.27823975756444025,0.7217602424355597,0,0,XC,0.25,0.25,0,0,19,False,True
"('L',)",relieve,CX,0.27823975756444025,0.7217602424355597,0,0,XC,0.25,0.25,0,0,1,False,True
"('L',)",relieve,X,0.27823975756444025,0.7217602424355597,0,0,XC,0.25,0.25,0,0,0,False,True
"('L',)",belie,XC,0.27823975756444025,0.7217602424355597,0,0,XC,1,0,0,0,18,False,True
"('L',)",belie,CX,0.27823975756444025,0.7217602424355597,0,0,XC,1,0,0,0,1,False,True
"('L',)",belie,X,0.27823975756444025,0.7217602424355597,0,0,XC,1,0,0,0,1,False,True
"('M', 'P')",impact,XC,0.0,0.7518780611792045,0.24812193882079542,0,CX,0.25,0.25,0.25,0,0,True,True
"('M', 'P')",impact,CX,0.0,0.7518780611792045,0.24812193882079542,0,CX,0.25,0.25,0.25,0,20,True,True
"('M', 'P')",impact,CCX,0.0,0.7518780611792045,0.24812193882079542,0,CX,0.25,0.25,0.25,0,0,True,True
"('M', 'P')",impact,X,0.0,0.7518780611792045,0.24812193882079542,0,CX,0.25,0.25,0.25,0,0,True,True
"('M', 'P')",impair,XC,0.0,0.7518780611792045,0.24812193882079542,0,CX,0.25,0.25,0.25,0,0,True,True
"('M', 'P')",impair,CX,0.0,0.7518780611792045,0.24812193882079542,0,CX,0.25,0.25,0.25,0,20,True,True
"('M', 'P')",impair,CCX,0.0,0.7518780611792045,0.24812193882079542,0,CX,0.25,0.25,0.25,0,0,True,True
"('M', 'P')",impair,X,0.0,0.7518780611792045,0.24812193882079542,0,CX,0.25,0.25,0.25,0,0,True,True
"('N', 'Z')",benzene,XC,0.0,0.8069578864765892,0.1930421135234109,0,CX,0.25,0.25,0.25,0,0,False,True
"('N', 'Z')",benzene,CX,0.0,0.8069578864765892,0.1930421135234109,0,CX,0.25,0.25,0.25,0,20,False,True
"('N', 'Z')",benzene,CCX,0.0,0.8069578864765892,0.1930421135234109,0,CX,0.25,0.25,0.25,0,0,False,True
"('N', 'Z')",benzene,X,0.0,0.8069578864765892,0.1930421135234109,0,CX,0.25,0.25,0.25,0,0,False,True
"('S',)",icy,XC,0.5935656925793876,0.40643430742061243,0,0,XC,0,1,0,0,17,True,False
"('S',)",icy,CX,0.5935656925793876,0.40643430742061243,0,0,XC,0,1,0,0,3,True,False
"('S',)",icy,X,0.5935656925793876,0.40643430742061243,0,0,XC,0,1,0,0,0,True,False
"('B',)",piebald,XC,0.8952201829345698,0.10477981706543017,0,0,XC,1,0,0,0,20,True,False
"('B',)",piebald,CX,0.8952201829345698,0.10477981706543017,0,0,XC,1,0,0,0,0,True,False
"('B',)",piebald,X,0.8952201829345698,0.10477981706543017,0,0,XC,1,0,0,0,0,True,False
"('N',)",senile,XC,0.16133575606010916,0.8386642439398908,0,0,XC,0.25,0.25,0,0,19,True,False
"('N',)",senile,CX,0.16133575606010916,0.8386642439398908,0,0,XC,0.25,0.25,0,0,1,True,False
"('N',)",senile,X,0.16133575606010916,0.8386642439398908,0,0,XC,0.25,0.25,0,0,0,True,False
"('V',)",bravo,XC,0.5401753672482296,0.4598246327517703,0,0,XC,0.25,0.25,0,0,18,True,False
"('V',)",bravo,CX,0.5401753672482296,0.4598246327517703,0,0,XC,0.25,0.25,0,0,2,True,False
"('V',)",bravo,X,0.5401753672482296,0.4598246327517703,0,0,XC,0.25,0.25,0,0,0,True,False
"('T',)",chatter,XC,0.3417896651459582,0.6582103348540418,0,0,XC,1,0,0,0,18,True,True
"('T',)",chatter,CX,0.3417896651459582,0.6582103348540418,0,0,XC,1,0,0,0,2,True,True
"('T',)",chatter,X,0.3417896651459582,0.6582103348540418,0,0,XC,1,0,0,0,0,True,True
"('DH', 'S')",loathsome,XC,0.0,1.0,0.0,0,CX,0,1,0,0,2,True,False
"('DH', 'S')",loathsome,CX,0.0,1.0,0.0,0,CX,0,1,0,0,18,True,False
"('DH', 'S')",loathsome,CCX,0.0,1.0,0.0,0,CX,0,1,0,0,0,True,False
"('DH', 'S')",loathsome,X,0.0,1.0,0.0,0,CX,0,1,0,0,0,True,False
"('L', 'F')",pilfer,XC,0.0,0.9663316252792011,0.03366837472079884,0,CX,0.25,0.25,0.25,0,0,True,True
"('L', 'F')",pilfer,CX,0.0,0.9663316252792011,0.03366837472079884,0,CX,0.25,0.25,0.25,0,20,True,True
"('L', 'F')",pilfer,CCX,0.0,0.9663316252792011,0.03366837472079884,0,CX,0.25,0.25,0.25,0,0,True,True
"('L', 'F')",pilfer,X,0.0,0.9663316252792011,0.03366837472079884,0,CX,0.25,0.25,0.25,0,0,True,True
"('K',)",poker,XC,0.6891478535557146,0.3108521464442854,0,0,XC,1,0,0,0,20,True,False
"('K',)",poker,CX,0.6891478535557146,0.3108521464442854,0,0,XC,1,0,0,0,0,True,False
"('K',)",poker,X,0.6891478535557146,0.3108521464442854,0,0,XC,1,0,0,0,0,True,False
"('T',)",kowtow,XC,0.3417896651459582,0.6582103348540418,0,0,XC,0.25,0.25,0,0,20,True,False
"('T',)",kowtow,CX,0.3417896651459582,0.6582103348540418,0,0,XC,0.25,0.25,0,0,0,True,False
"('T',)",kowtow,X,0.3417896651459582,0.6582103348540418,0,0,XC,0.25,0.25,0,0,0,True,False
"('S', 'T', 'R')",mistrial,XC,0.3218859361188506,0.22243335590556876,0.45568070797558063,0.0,XC,0.25,0.25,0.25,0.25,2,False,True
"('S', 'T', 'R')",mistrial,CX,0.3218859361188506,0.22243335590556876,0.45568070797558063,0.0,XC,0.25,0.25,0.25,0.25,18,False,True
"('S', 'T', 'R')",mistrial,CCX,0.3218859361188506,0.22243335590556876,0.45568070797558063,0.0,XC,0.25,0.25,0.25,0.25,0,False,True
"('S', 'T', 'R')",mistrial,CCCX,0.3218859361188506,0.22243335590556876,0.45568070797558063,0.0,XC,0.25,0.25,0.25,0.25,0,False,True
"('S', 'T', 'R')",mistrial,X,0.3218859361188506,0.22243335590556876,0.45568070797558063,0.0,XC,0.25,0.25,0.25,0.25,0,False,True
"('L',)",folly,XC,0.27823975756444025,0.7217602424355597,0,0,XC,0,1,0,0,16,True,False
"('L',)",folly,CX,0.27823975756444025,0.7217602424355597,0,0,XC,0,1,0,0,4,True,False
"('L',)",folly,X,0.27823975756444025,0.7217602424355597,0,0,XC,0,1,0,0,0,True,False
"('S',)",precinct,XC,0.5935656925793876,0.40643430742061243,0,0,XC,0.25,0.25,0,0,19,True,False
"('S',)",precinct,CX,0.5935656925793876,0.40643430742061243,0,0,XC,0.25,0.25,0,0,1,True,False
"('S',)",precinct,X,0.5935656925793876,0.40643430742061243,0,0,XC,0.25,0.25,0,0,0,True,False
"('L',)",pollen,XC,0.27823975756444025,0.7217602424355597,0,0,XC,0.25,0.25,0,0,12,True,False
"('L',)",pollen,CX,0.27823975756444025,0.7217602424355597,0,0,XC,0.25,0.25,0,0,8,True,False
"('L',)",pollen,X,0.27823975756444025,0.7217602424355597,0,0,XC,0.25,0.25,0,0,0,True,False
"('N', 'T')",plaintive,XC,0.0,0.3833939322691433,0.6166060677308568,0,CX,0,0,1,0,1,True,False
"('N', 'T')",plaintive,CX,0.0,0.3833939322691433,0.6166060677308568,0,CX,0,0,1,0,16,True,False
"('N', 'T')",plaintive,CCX,0.0,0.3833939322691433,0.6166060677308568,0,CX,0,0,1,0,3,True,False
"('N', 'T')",plaintive,X,0.0,0.3833939322691433,0.6166060677308568,0,CX,0,0,1,0,0,True,False
"('SH',)",kosher,XC,0.5459654871851051,0.45403451281489493,0,0,XC,0.25,0.25,0,0,18,True,False
"('SH',)",kosher,CX,0.5459654871851051,0.45403451281489493,0,0,XC,0.25,0.25,0,0,2,True,False
"('SH',)",kosher,X,0.5459654871851051,0.45403451281489493,0,0,XC,0.25,0.25,0,0,0,True,False
"('V',)",privy,XC,0.5401753672482296,0.4598246327517703,0,0,XC,0.25,0.25,0,0,13,True,True
"('V',)",privy,CX,0.5401753672482296,0.4598246327517703,0,0,XC,0.25,0.25,0,0,7,True,True
"('V',)",privy,X,0.5401753672482296,0.4598246327517703,0,0,XC,0.25,0.25,0,0,0,True,True
"('K',)",knickers,XC,0.6891478535557146,0.3108521464442854,0,0,XC,0.25,0.25,0,0,14,True,True
"('K',)",knickers,CX,0.6891478535557146,0.3108521464442854,0,0,XC,0.25,0.25,0,0,6,True,True
"('K',)",knickers,X,0.6891478535557146,0.3108521464442854,0,0,XC,0.25,0.25,0,0,0,True,True
"('M', 'P', 'R')",comprise,XC,0.0,0.8398386348555757,0.16016136514442414,0.0,CX,0.25,0.25,0.25,0.25,0,False,True
"('M', 'P', 'R')",comprise,CX,0.0,0.8398386348555757,0.16016136514442414,0.0,CX,0.25,0.25,0.25,0.25,20,False,True
"('M', 'P', 'R')",comprise,CCX,0.0,0.8398386348555757,0.16016136514442414,0.0,CX,0.25,0.25,0.25,0.25,0,False,True
"('M', 'P', 'R')",comprise,CCCX,0.0,0.8398386348555757,0.16016136514442414,0.0,CX,0.25,0.25,0.25,0.25,0,False,True
"('M', 'P', 'R')",comprise,X,0.0,0.8398386348555757,0.16016136514442414,0.0,CX,0.25,0.25,0.25,0.25,0,False,True
"('CH',)",bleachers,XC,0.6349992045913436,0.3650007954086565,0,0,XC,1,0,0,0,16,True,False
"('CH',)",bleachers,CX,0.6349992045913436,0.3650007954086565,0,0,XC,1,0,0,0,4,True,False
"('CH',)",bleachers,X,0.6349992045913436,0.3650007954086565,0,0,XC,1,0,0,0,0,True,False
"('K',)",stockade,XC,0.6891478535557146,0.3108521464442854,0,0,XC,0.25,0.25,0,0,14,True,False
"('K',)",stockade,CX,0.6891478535557146,0.3108521464442854,0,0,XC,0.25,0.25,0,0,6,True,False
"('K',)",stockade,X,0.6891478535557146,0.3108521464442854,0,0,XC,0.25,0.25,0,0,0,True,False
"('S', 'T')",poster,XC,0.3173607265365571,0.17863192208840717,0.5040073513750357,0,XC,0,0,1,0,12,True,False
"('S', 'T')",poster,CX,0.3173607265365571,0.17863192208840717,0.5040073513750357,0,XC,0,0,1,0,8,True,False
"('S', 'T')",poster,CCX,0.3173607265365571,0.17863192208840717,0.5040073513750357,0,XC,0,0,1,0,0,True,False
"('S', 'T')",poster,X,0.3173607265365571,0.17863192208840717,0.5040073513750357,0,XC,0,0,1,0,0,True,False
"('N', 'V')",invert,XC,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0,True,True
"('N', 'V')",invert,CX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,20,True,True
"('N', 'V')",invert,CCX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0,True,True
"('N', 'V')",invert,X,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0,True,True
"('K',)",account,XC,0.6891478535557146,0.3108521464442854,0,0,XC,0.25,0.25,0,0,19,False,True
"('K',)",account,CX,0.6891478535557146,0.3108521464442854,0,0,XC,0.25,0.25,0,0,1,False,True
"('K',)",account,X,0.6891478535557146,0.3108521464442854,0,0,XC,0.25,0.25,0,0,0,False,True
"('F',)",offer,XC,0.8541418381685908,0.1458581618314093,0,0,XC,0.25,0.25,0,0,13,True,True
"('F',)",offer,CX,0.8541418381685908,0.1458581618314093,0,0,XC,0.25,0.25,0,0,7,True,True
"('F',)",offer,X,0.8541418381685908,0.1458581618314093,0,0,XC,0.25,0.25,0,0,0,True,True
"('DH',)",either,XC,0.5573947463116229,0.4426052536883771,0,0,XC,0.25,0.25,0,0,19,True,False
"('DH',)",either,CX,0.5573947463116229,0.4426052536883771,0,0,XC,0.25,0.25,0,0,1,True,False
"('DH',)",either,X,0.5573947463116229,0.4426052536883771,0,0,XC,0.25,0.25,0,0,0,True,False
"('T', 'M')",boatman,XC,0.0,1.0,0.0,0,CX,0,1,0,0,0,True,False
"('T', 'M')",boatman,CX,0.0,1.0,0.0,0,CX,0,1,0,0,20,True,False
"('T', 'M')",boatman,CCX,0.0,1.0,0.0,0,CX,0,1,0,0,0,True,False
"('T', 'M')",boatman,X,0.0,1.0,0.0,0,CX,0,1,0,0,0,True,False
"('N', 'D')",bundle,XC,0.0,0.8386634243321687,0.16133657566783127,0,CX,0.25,0.25,0.25,0,0,True,True
"('N', 'D')",bundle,CX,0.0,0.8386634243321687,0.16133657566783127,0,CX,0.25,0.25,0.25,0,20,True,True
"('N', 'D')",bundle,CCX,0.0,0.8386634243321687,0.16133657566783127,0,CX,0.25,0.25,0.25,0,0,True,True
"('N', 'D')",bundle,X,0.0,0.8386634243321687,0.16133657566783127,0,CX,0.25,0.25,0.25,0,0,True,True
"('N',)",planet,XC,0.16133575606010916,0.8386642439398908,0,0,XC,0.25,0.25,0,0,12,True,True
"('N',)",planet,CX,0.16133575606010916,0.8386642439398908,0,0,XC,0.25,0.25,0,0,8,True,True
"('N',)",planet,X,0.16133575606010916,0.8386642439398908,0,0,XC,0.25,0.25,0,0,0,True,True
"('N', 'F')",inform,XC,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0,True,True
"('N', 'F')",inform,CX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,20,True,True
"('N', 'F')",inform,CCX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0,True,True
"('N', 'F')",inform,X,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0,True,True
"('F',)",prefab,XC,0.8541418381685908,0.1458581618314093,0,0,XC,1,0,0,0,20,True,False
"('F',)",prefab,CX,0.8541418381685908,0.1458581618314093,0,0,XC,1,0,0,0,0,True,False
"('F',)",prefab,X,0.8541418381685908,0.1458581618314093,0,0,XC,1,0,0,0,0,True,False
"('V',)",reverse,XC,0.5401753672482296,0.4598246327517703,0,0,XC,0.25,0.25,0,0,20,False,True
"('V',)",reverse,CX,0.5401753672482296,0.4598246327517703,0,0,XC,0.25,0.25,0,0,0,False,True
"('V',)",reverse,X,0.5401753672482296,0.4598246327517703,0,0,XC,0.25,0.25,0,0,0,False,True
"('R',)",barrel,XC,0.8002271942738329,0.19977280572616696,0,0,XC,0.25,0.25,0,0,8,True,True
"('R',)",barrel,CX,0.8002271942738329,0.19977280572616696,0,0,XC,0.25,0.25,0,0,12,True,True
"('R',)",barrel,X,0.8002271942738329,0.19977280572616696,0,0,XC,0.25,0.25,0,0,0,True,True
"('S',)",rescind,XC,0.5935656925793876,0.40643430742061243,0,0,XC,0.25,0.25,0,0,17,False,True
"('S',)",rescind,CX,0.5935656925793876,0.40643430742061243,0,0,XC,0.25,0.25,0,0,3,False,True
"('S',)",rescind,X,0.5935656925793876,0.40643430742061243,0,0,XC,0.25,0.25,0,0,0,False,True
"('V',)",revere,XC,0.5401753672482296,0.4598246327517703,0,0,XC,0.25,0.25,0,0,16,False,True
"('V',)",revere,CX,0.5401753672482296,0.4598246327517703,0,0,XC,0.25,0.25,0,0,4,False,True
"('V',)",revere,X,0.5401753672482296,0.4598246327517703,0,0,XC,0.25,0.25,0,0,0,False,True
"('M', 'P')",compound,XC,0.0,0.7518780611792045,0.24812193882079542,0,CX,0.25,0.25,0.25,0,2,True,False
"('M', 'P')",compound,CX,0.0,0.7518780611792045,0.24812193882079542,0,CX,0.25,0.25,0.25,0,15,True,False
"('M', 'P')",compound,CCX,0.0,0.7518780611792045,0.24812193882079542,0,CX,0.25,0.25,0.25,0,3,True,False
"('M', 'P')",compound,X,0.0,0.7518780611792045,0.24812193882079542,0,CX,0.25,0.25,0.25,0,0,True,False
"('T', 'R')",retreat,XC,0.41696854101388486,0.5830314589861152,0.0,0,XC,0.25,0.25,0.25,0,20,False,False
"('T', 'R')",retreat,CX,0.41696854101388486,0.5830314589861152,0.0,0,XC,0.25,0.25,0.25,0,0,False,False
"('T', 'R')",retreat,CCX,0.41696854101388486,0.5830314589861152,0.0,0,XC,0.25,0.25,0.25,0,0,False,False
"('T', 'R')",retreat,X,0.41696854101388486,0.5830314589861152,0.0,0,XC,0.25,0.25,0.25,0,0,False,False
