Cluster,Word,Response,jP_XC,jP_CX,jP_CCX,jP_CCCX,OnsetMax,Morph_XC,Morph_CX,Morph_CCX,Morph_CCCX,Frequency
"('M', 'P')",shampoo,XC,0.0,0.7518780611792045,0.24812193882079542,0,CX,0.25,0.25,0.25,0,0
"('M', 'P')",shampoo,CX,0.0,0.7518780611792045,0.24812193882079542,0,CX,0.25,0.25,0.25,0,20
"('M', 'P')",shampoo,CCX,0.0,0.7518780611792045,0.24812193882079542,0,CX,0.25,0.25,0.25,0,0
"('M', 'P')",shampoo,X,0.0,0.7518780611792045,0.24812193882079542,0,CX,0.25,0.25,0.25,0,0
"('T',)",whitish,XC,0.3417896651459582,0.6582103348540418,0,0,XC,0,1,0,0,9
"('T',)",whitish,CX,0.3417896651459582,0.6582103348540418,0,0,XC,0,1,0,0,10
"('T',)",whitish,X,0.3417896651459582,0.6582103348540418,0,0,XC,0,1,0,0,1
"('N', 'Y')",senior,XC,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,2
"('N', 'Y')",senior,CX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,18
"('N', 'Y')",senior,CCX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0
"('N', 'Y')",senior,X,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0
"('N',)",connote,XC,0.16133575606010916,0.8386642439398908,0,0,XC,0.25,0.25,0,0,18
"('N',)",connote,CX,0.16133575606010916,0.8386642439398908,0,0,XC,0.25,0.25,0,0,2
"('N',)",connote,X,0.16133575606010916,0.8386642439398908,0,0,XC,0.25,0.25,0,0,0
"('N', 'T', 'R')",pantry,XC,0.0,0.46131031887486096,0.538689681125139,0.0,CX,0.25,0.25,0.25,0.25,0
"('N', 'T', 'R')",pantry,CX,0.0,0.46131031887486096,0.538689681125139,0.0,CX,0.25,0.25,0.25,0.25,20
"('N', 'T', 'R')",pantry,CCX,0.0,0.46131031887486096,0.538689681125139,0.0,CX,0.25,0.25,0.25,0.25,0
"('N', 'T', 'R')",pantry,CCCX,0.0,0.46131031887486096,0.538689681125139,0.0,CX,0.25,0.25,0.25,0.25,0
"('N', 'T', 'R')",pantry,X,0.0,0.46131031887486096,0.538689681125139,0.0,CX,0.25,0.25,0.25,0.25,0
"('N',)",guano,XC,0.16133575606010916,0.8386642439398908,0,0,XC,0.25,0.25,0,0,13
"('N',)",guano,CX,0.16133575606010916,0.8386642439398908,0,0,XC,0.25,0.25,0,0,5
"('N',)",guano,X,0.16133575606010916,0.8386642439398908,0,0,XC,0.25,0.25,0,0,2
"('ZH',)",seizure,XC,0.14377204380917025,0.8562279561908298,0,0,XC,1,0,0,0,14
"('ZH',)",seizure,CX,0.14377204380917025,0.8562279561908298,0,0,XC,1,0,0,0,6
"('ZH',)",seizure,X,0.14377204380917025,0.8562279561908298,0,0,XC,1,0,0,0,0
"('S',)",passage,XC,0.5935656925793876,0.40643430742061243,0,0,XC,0,1,0,0,12
"('S',)",passage,CX,0.5935656925793876,0.40643430742061243,0,0,XC,0,1,0,0,8
"('S',)",passage,X,0.5935656925793876,0.40643430742061243,0,0,XC,0,1,0,0,0
"('L', 'V')",salvo,XC,0.0,0.9392973961489216,0.060702603851078465,0,CX,0.25,0.25,0.25,0,0
"('L', 'V')",salvo,CX,0.0,0.9392973961489216,0.060702603851078465,0,CX,0.25,0.25,0.25,0,19
"('L', 'V')",salvo,CCX,0.0,0.9392973961489216,0.060702603851078465,0,CX,0.25,0.25,0.25,0,1
"('L', 'V')",salvo,X,0.0,0.9392973961489216,0.060702603851078465,0,CX,0.25,0.25,0.25,0,0
"('B',)",cobble,XC,0.8952201829345698,0.10477981706543017,0,0,XC,0,1,0,0,17
"('B',)",cobble,CX,0.8952201829345698,0.10477981706543017,0,0,XC,0,1,0,0,3
"('B',)",cobble,X,0.8952201829345698,0.10477981706543017,0,0,XC,0,1,0,0,0
"('K',)",akin,XC,0.6891478535557146,0.3108521464442854,0,0,XC,1,0,0,0,19
"('K',)",akin,CX,0.6891478535557146,0.3108521464442854,0,0,XC,1,0,0,0,1
"('K',)",akin,X,0.6891478535557146,0.3108521464442854,0,0,XC,1,0,0,0,0
"('L', 'L')",guileless,XC,0.0,1.0,0.0,0,CX,0,1,0,0,0
"('L', 'L')",guileless,CX,0.0,1.0,0.0,0,CX,0,1,0,0,19
"('L', 'L')",guileless,CCX,0.0,1.0,0.0,0,CX,0,1,0,0,1
"('L', 'L')",guileless,X,0.0,1.0,0.0,0,CX,0,1,0,0,0
"('P', 'R')",deprave,XC,0.9075519982181032,0.0924480017818968,0.0,0,XC,0.25,0.25,0.25,0,20
"('P', 'R')",deprave,CX,0.9075519982181032,0.0924480017818968,0.0,0,XC,0.25,0.25,0.25,0,0
"('P', 'R')",deprave,CCX,0.9075519982181032,0.0924480017818968,0.0,0,XC,0.25,0.25,0.25,0,0
"('P', 'R')",deprave,X,0.9075519982181032,0.0924480017818968,0.0,0,XC,0.25,0.25,0.25,0,0
"('N', 'S')",sincere,XC,0.0,0.6911250384286415,0.3088749615713585,0,CX,0.25,0.25,0.25,0,0
"('N', 'S')",sincere,CX,0.0,0.6911250384286415,0.3088749615713585,0,CX,0.25,0.25,0.25,0,20
"('N', 'S')",sincere,CCX,0.0,0.6911250384286415,0.3088749615713585,0,CX,0.25,0.25,0.25,0,0
"('N', 'S')",sincere,X,0.0,0.6911250384286415,0.3088749615713585,0,CX,0.25,0.25,0.25,0,0
"('T', 'L')",atlas,XC,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,1
"('T', 'L')",atlas,CX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,19
"('T', 'L')",atlas,CCX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0
"('T', 'L')",atlas,X,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0
"('K', 'S', 'T')",sixty,XC,0.0,0.7128851228966493,0.20500576321422692,0.08210911388912376,CX,0,0,1,0,0
"('K', 'S', 'T')",sixty,CX,0.0,0.7128851228966493,0.20500576321422692,0.08210911388912376,CX,0,0,1,0,4
"('K', 'S', 'T')",sixty,CCX,0.0,0.7128851228966493,0.20500576321422692,0.08210911388912376,CX,0,0,1,0,15
"('K', 'S', 'T')",sixty,CCCX,0.0,0.7128851228966493,0.20500576321422692,0.08210911388912376,CX,0,0,1,0,1
"('K', 'S', 'T')",sixty,X,0.0,0.7128851228966493,0.20500576321422692,0.08210911388912376,CX,0,0,1,0,0
"('K', 'T')",dictate,XC,0.0,0.4823521675516612,0.5176478324483388,0,CX,0.25,0.25,0.25,0,1
"('K', 'T')",dictate,CX,0.0,0.4823521675516612,0.5176478324483388,0,CX,0.25,0.25,0.25,0,19
"('K', 'T')",dictate,CCX,0.0,0.4823521675516612,0.5176478324483388,0,CX,0.25,0.25,0.25,0,0
"('K', 'T')",dictate,X,0.0,0.4823521675516612,0.5176478324483388,0,CX,0.25,0.25,0.25,0,0
"('S', 'T')",cistern,XC,0.3173607265365571,0.17863192208840717,0.5040073513750357,0,XC,0.25,0.25,0.25,0,1
"('S', 'T')",cistern,CX,0.3173607265365571,0.17863192208840717,0.5040073513750357,0,XC,0.25,0.25,0.25,0,17
"('S', 'T')",cistern,CCX,0.3173607265365571,0.17863192208840717,0.5040073513750357,0,XC,0.25,0.25,0.25,0,2
"('S', 'T')",cistern,X,0.3173607265365571,0.17863192208840717,0.5040073513750357,0,XC,0.25,0.25,0.25,0,0
"('K', 'T')",rector,XC,0.0,0.4823521675516612,0.5176478324483388,0,CX,0.25,0.25,0.25,0,1
"('K', 'T')",rector,CX,0.0,0.4823521675516612,0.5176478324483388,0,CX,0.25,0.25,0.25,0,17
"('K', 'T')",rector,CCX,0.0,0.4823521675516612,0.5176478324483388,0,CX,0.25,0.25,0.25,0,2
"('K', 'T')",rector,X,0.0,0.4823521675516612,0.5176478324483388,0,CX,0.25,0.25,0.25,0,0
"('D',)",cuddle,XC,0.6414686808130189,0.3585313191869811,0,0,XC,0.25,0.25,0,0,15
"('D',)",cuddle,CX,0.6414686808130189,0.3585313191869811,0,0,XC,0.25,0.25,0,0,5
"('D',)",cuddle,X,0.6414686808130189,0.3585313191869811,0,0,XC,0.25,0.25,0,0,0
"('N', 'D')",pending,XC,0.0,0.8386634243321687,0.16133657566783127,0,CX,0.25,0.25,0.25,0,0
"('N', 'D')",pending,CX,0.0,0.8386634243321687,0.16133657566783127,0,CX,0.25,0.25,0.25,0,16
"('N', 'D')",pending,CCX,0.0,0.8386634243321687,0.16133657566783127,0,CX,0.25,0.25,0.25,0,4
"('N', 'D')",pending,X,0.0,0.8386634243321687,0.16133657566783127,0,CX,0.25,0.25,0.25,0,0
"('M',)",shimmy,XC,0.6709716053288722,0.3290283946711278,0,0,XC,0.25,0.25,0,0,11
"('M',)",shimmy,CX,0.6709716053288722,0.3290283946711278,0,0,XC,0.25,0.25,0,0,9
"('M',)",shimmy,X,0.6709716053288722,0.3290283946711278,0,0,XC,0.25,0.25,0,0,0
"('K', 'S')",backside,XC,0.0,0.7408317551546784,0.2591682448453216,0,CX,0,1,0,0,0
"('K', 'S')",backside,CX,0.0,0.7408317551546784,0.2591682448453216,0,CX,0,1,0,0,20
"('K', 'S')",backside,CCX,0.0,0.7408317551546784,0.2591682448453216,0,CX,0,1,0,0,0
"('K', 'S')",backside,X,0.0,0.7408317551546784,0.2591682448453216,0,CX,0,1,0,0,0
"('CH',)",bachelor,XC,0.6349992045913436,0.3650007954086565,0,0,XC,0.25,0.25,0,0,4
"('CH',)",bachelor,CX,0.6349992045913436,0.3650007954086565,0,0,XC,0.25,0.25,0,0,16
"('CH',)",bachelor,X,0.6349992045913436,0.3650007954086565,0,0,XC,0.25,0.25,0,0,0
"('N', 'JH')",congest,XC,0.0,0.8521537054669897,0.14784629453301024,0,CX,0.25,0.25,0.25,0,0
"('N', 'JH')",congest,CX,0.0,0.8521537054669897,0.14784629453301024,0,CX,0.25,0.25,0.25,0,20
"('N', 'JH')",congest,CCX,0.0,0.8521537054669897,0.14784629453301024,0,CX,0.25,0.25,0.25,0,0
"('N', 'JH')",congest,X,0.0,0.8521537054669897,0.14784629453301024,0,CX,0.25,0.25,0.25,0,0
"('CH',)",hatchet,XC,0.6349992045913436,0.3650007954086565,0,0,XC,0.25,0.25,0,0,12
"('CH',)",hatchet,CX,0.6349992045913436,0.3650007954086565,0,0,XC,0.25,0.25,0,0,8
"('CH',)",hatchet,X,0.6349992045913436,0.3650007954086565,0,0,XC,0.25,0.25,0,0,0
"('M', 'L')",limbless,XC,0.0,1.0,0.0,0,CX,0,1,0,0,1
"('M', 'L')",limbless,CX,0.0,1.0,0.0,0,CX,0,1,0,0,19
"('M', 'L')",limbless,CCX,0.0,1.0,0.0,0,CX,0,1,0,0,0
"('M', 'L')",limbless,X,0.0,1.0,0.0,0,CX,0,1,0,0,0
"('V',)",havoc,XC,0.5401753672482296,0.4598246327517703,0,0,XC,0.25,0.25,0,0,12
"('V',)",havoc,CX,0.5401753672482296,0.4598246327517703,0,0,XC,0.25,0.25,0,0,8
"('V',)",havoc,X,0.5401753672482296,0.4598246327517703,0,0,XC,0.25,0.25,0,0,0
"('S',)",mason,XC,0.5935656925793876,0.40643430742061243,0,0,XC,0.25,0.25,0,0,20
"('S',)",mason,CX,0.5935656925793876,0.40643430742061243,0,0,XC,0.25,0.25,0,0,0
"('S',)",mason,X,0.5935656925793876,0.40643430742061243,0,0,XC,0.25,0.25,0,0,0
"('M',)",rummage,XC,0.6709716053288722,0.3290283946711278,0,0,XC,0.25,0.25,0,0,13
"('M',)",rummage,CX,0.6709716053288722,0.3290283946711278,0,0,XC,0.25,0.25,0,0,7
"('M',)",rummage,X,0.6709716053288722,0.3290283946711278,0,0,XC,0.25,0.25,0,0,0
"('V',)",having,XC,0.5401753672482296,0.4598246327517703,0,0,XC,0,1,0,0,9
"('V',)",having,CX,0.5401753672482296,0.4598246327517703,0,0,XC,0,1,0,0,11
"('V',)",having,X,0.5401753672482296,0.4598246327517703,0,0,XC,0,1,0,0,0
"('N', 'V')",convex,XC,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0
"('N', 'V')",convex,CX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,20
"('N', 'V')",convex,CCX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0
"('N', 'V')",convex,X,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0
"('N', 'D')",handle,XC,0.0,0.8386634243321687,0.16133657566783127,0,CX,0.25,0.25,0.25,0,0
"('N', 'D')",handle,CX,0.0,0.8386634243321687,0.16133657566783127,0,CX,0.25,0.25,0.25,0,19
"('N', 'D')",handle,CCX,0.0,0.8386634243321687,0.16133657566783127,0,CX,0.25,0.25,0.25,0,1
"('N', 'D')",handle,X,0.0,0.8386634243321687,0.16133657566783127,0,CX,0.25,0.25,0.25,0,0
"('R', 'N')",burnish,XC,0.0,0.6143303039084806,0.38566969609151935,0,CX,0.25,0.25,0.25,0,1
"('R', 'N')",burnish,CX,0.0,0.6143303039084806,0.38566969609151935,0,CX,0.25,0.25,0.25,0,12
"('R', 'N')",burnish,CCX,0.0,0.6143303039084806,0.38566969609151935,0,CX,0.25,0.25,0.25,0,7
"('R', 'N')",burnish,X,0.0,0.6143303039084806,0.38566969609151935,0,CX,0.25,0.25,0.25,0,0
"('R', 'P', 'L')",surplus,XC,0.0,0.9253597122302158,0.07464028776978418,0.0,CX,0.25,0.25,0.25,0.25,0
"('R', 'P', 'L')",surplus,CX,0.0,0.9253597122302158,0.07464028776978418,0.0,CX,0.25,0.25,0.25,0.25,20
"('R', 'P', 'L')",surplus,CCX,0.0,0.9253597122302158,0.07464028776978418,0.0,CX,0.25,0.25,0.25,0.25,0
"('R', 'P', 'L')",surplus,CCCX,0.0,0.9253597122302158,0.07464028776978418,0.0,CX,0.25,0.25,0.25,0.25,0
"('R', 'P', 'L')",surplus,X,0.0,0.9253597122302158,0.07464028776978418,0.0,CX,0.25,0.25,0.25,0.25,0
"('S', 'P')",passport,XC,0.3891201071817812,0.5891543865112147,0.021725506307004105,0,XC,0,1,0,0,0
"('S', 'P')",passport,CX,0.3891201071817812,0.5891543865112147,0.021725506307004105,0,XC,0,1,0,0,20
"('S', 'P')",passport,CCX,0.3891201071817812,0.5891543865112147,0.021725506307004105,0,XC,0,1,0,0,0
"('S', 'P')",passport,X,0.3891201071817812,0.5891543865112147,0.021725506307004105,0,XC,0,1,0,0,0
"('M', 'B')",limbo,XC,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0
"('M', 'B')",limbo,CX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,19
"('M', 'B')",limbo,CCX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0
"('M', 'B')",limbo,X,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,1
"('V',)",bovine,XC,0.5401753672482296,0.4598246327517703,0,0,XC,0.25,0.25,0,0,20
"('V',)",bovine,CX,0.5401753672482296,0.4598246327517703,0,0,XC,0.25,0.25,0,0,0
"('V',)",bovine,X,0.5401753672482296,0.4598246327517703,0,0,XC,0.25,0.25,0,0,0
"('V',)",crevice,XC,0.5401753672482296,0.4598246327517703,0,0,XC,0.25,0.25,0,0,17
"('V',)",crevice,CX,0.5401753672482296,0.4598246327517703,0,0,XC,0.25,0.25,0,0,3
"('V',)",crevice,X,0.5401753672482296,0.4598246327517703,0,0,XC,0.25,0.25,0,0,0
"('Z',)",trousers,XC,0.15029204587351797,0.849707954126482,0,0,XC,0.25,0.25,0,0,18
"('Z',)",trousers,CX,0.15029204587351797,0.849707954126482,0,0,XC,0.25,0.25,0,0,2
"('Z',)",trousers,X,0.15029204587351797,0.849707954126482,0,0,XC,0.25,0.25,0,0,0
"('N', 'D', 'W')",sandwich,XC,0.0,0.1622972380534853,0.8377027619465148,0.0,CX,0.25,0.25,0.25,0.25,0
"('N', 'D', 'W')",sandwich,CX,0.0,0.1622972380534853,0.8377027619465148,0.0,CX,0.25,0.25,0.25,0.25,7
"('N', 'D', 'W')",sandwich,CCX,0.0,0.1622972380534853,0.8377027619465148,0.0,CX,0.25,0.25,0.25,0.25,13
"('N', 'D', 'W')",sandwich,CCCX,0.0,0.1622972380534853,0.8377027619465148,0.0,CX,0.25,0.25,0.25,0.25,0
"('N', 'D', 'W')",sandwich,X,0.0,0.1622972380534853,0.8377027619465148,0.0,CX,0.25,0.25,0.25,0.25,0
"('L',)",gallant,XC,0.27823975756444025,0.7217602424355597,0,0,XC,0.25,0.25,0,0,12
"('L',)",gallant,CX,0.27823975756444025,0.7217602424355597,0,0,XC,0.25,0.25,0,0,8
"('L',)",gallant,X,0.27823975756444025,0.7217602424355597,0,0,XC,0.25,0.25,0,0,0
"('M', 'B')",gamble,XC,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0
"('M', 'B')",gamble,CX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,19
"('M', 'B')",gamble,CCX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,1
"('M', 'B')",gamble,X,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0
"('K',)",lucky,XC,0.6891478535557146,0.3108521464442854,0,0,XC,0,1,0,0,17
"('K',)",lucky,CX,0.6891478535557146,0.3108521464442854,0,0,XC,0,1,0,0,3
"('K',)",lucky,X,0.6891478535557146,0.3108521464442854,0,0,XC,0,1,0,0,0
"('G',)",stagger,XC,0.7698792607864963,0.23012073921350376,0,0,XC,0.25,0.25,0,0,14
"('G',)",stagger,CX,0.7698792607864963,0.23012073921350376,0,0,XC,0.25,0.25,0,0,6
"('G',)",stagger,X,0.7698792607864963,0.23012073921350376,0,0,XC,0.25,0.25,0,0,0
"('F',)",stifle,XC,0.8541418381685908,0.1458581618314093,0,0,XC,0.25,0.25,0,0,19
"('F',)",stifle,CX,0.8541418381685908,0.1458581618314093,0,0,XC,0.25,0.25,0,0,1
"('F',)",stifle,X,0.8541418381685908,0.1458581618314093,0,0,XC,0.25,0.25,0,0,0
"('M', 'B')",gambit,XC,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0
"('M', 'B')",gambit,CX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,17
"('M', 'B')",gambit,CCX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,3
"('M', 'B')",gambit,X,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0
"('S',)",basis,XC,0.5935656925793876,0.40643430742061243,0,0,XC,0.25,0.25,0,0,17
"('S',)",basis,CX,0.5935656925793876,0.40643430742061243,0,0,XC,0.25,0.25,0,0,3
"('S',)",basis,X,0.5935656925793876,0.40643430742061243,0,0,XC,0.25,0.25,0,0,0
"('N', 'Y')",genius,XC,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,5
"('N', 'Y')",genius,CX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,14
"('N', 'Y')",genius,CCX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,1
"('N', 'Y')",genius,X,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0
"('T', 'R')",outright,XC,0.41696854101388486,0.5830314589861152,0.0,0,XC,0,1,0,0,0
"('T', 'R')",outright,CX,0.41696854101388486,0.5830314589861152,0.0,0,XC,0,1,0,0,20
"('T', 'R')",outright,CCX,0.41696854101388486,0.5830314589861152,0.0,0,XC,0,1,0,0,0
"('T', 'R')",outright,X,0.41696854101388486,0.5830314589861152,0.0,0,XC,0,1,0,0,0
"('JH',)",staging,XC,0.5922884283359673,0.40771157166403266,0,0,XC,0,1,0,0,16
"('JH',)",staging,CX,0.5922884283359673,0.40771157166403266,0,0,XC,0,1,0,0,4
"('JH',)",staging,X,0.5922884283359673,0.40771157166403266,0,0,XC,0,1,0,0,0
"('R', 'D')",order,XC,0.0,0.662737112261928,0.33726288773807195,0,CX,0.25,0.25,0.25,0,0
"('R', 'D')",order,CX,0.0,0.662737112261928,0.33726288773807195,0,CX,0.25,0.25,0.25,0,20
"('R', 'D')",order,CCX,0.0,0.662737112261928,0.33726288773807195,0,CX,0.25,0.25,0.25,0,0
"('R', 'D')",order,X,0.0,0.662737112261928,0.33726288773807195,0,CX,0.25,0.25,0.25,0,0
"('R', 'T')",artist,XC,0.0,0.4795027770431103,0.5204972229568897,0,CX,0,0,1,0,0
"('R', 'T')",artist,CX,0.0,0.4795027770431103,0.5204972229568897,0,CX,0,0,1,0,16
"('R', 'T')",artist,CCX,0.0,0.4795027770431103,0.5204972229568897,0,CX,0,0,1,0,4
"('R', 'T')",artist,X,0.0,0.4795027770431103,0.5204972229568897,0,CX,0,0,1,0,0
"('V',)",overt,XC,0.5401753672482296,0.4598246327517703,0,0,XC,0.25,0.25,0,0,17
"('V',)",overt,CX,0.5401753672482296,0.4598246327517703,0,0,XC,0.25,0.25,0,0,3
"('V',)",overt,X,0.5401753672482296,0.4598246327517703,0,0,XC,0.25,0.25,0,0,0
"('K',)",stucco,XC,0.6891478535557146,0.3108521464442854,0,0,XC,0.25,0.25,0,0,11
"('K',)",stucco,CX,0.6891478535557146,0.3108521464442854,0,0,XC,0.25,0.25,0,0,9
"('K',)",stucco,X,0.6891478535557146,0.3108521464442854,0,0,XC,0.25,0.25,0,0,0
"('S', 'T')",lustre,XC,0.3173607265365571,0.17863192208840717,0.5040073513750357,0,XC,0.25,0.25,0.25,0,8
"('S', 'T')",lustre,CX,0.3173607265365571,0.17863192208840717,0.5040073513750357,0,XC,0.25,0.25,0.25,0,12
"('S', 'T')",lustre,CCX,0.3173607265365571,0.17863192208840717,0.5040073513750357,0,XC,0.25,0.25,0.25,0,0
"('S', 'T')",lustre,X,0.3173607265365571,0.17863192208840717,0.5040073513750357,0,XC,0.25,0.25,0.25,0,0
"('V',)",proverb,XC,0.5401753672482296,0.4598246327517703,0,0,XC,1,0,0,0,20
"('V',)",proverb,CX,0.5401753672482296,0.4598246327517703,0,0,XC,1,0,0,0,0
"('V',)",proverb,X,0.5401753672482296,0.4598246327517703,0,0,XC,1,0,0,0,0
"('M', 'B')",nimble,XC,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,2
"('M', 'B')",nimble,CX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,17
"('M', 'B')",nimble,CCX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,1
"('M', 'B')",nimble,X,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0
"('L', 'Y')",milieu,XC,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,5
"('L', 'Y')",milieu,CX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,13
"('L', 'Y')",milieu,CCX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,1
"('L', 'Y')",milieu,X,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,1
"('M',)",primate,XC,0.6709716053288722,0.3290283946711278,0,0,XC,0.25,0.25,0,0,19
"('M',)",primate,CX,0.6709716053288722,0.3290283946711278,0,0,XC,0.25,0.25,0,0,1
"('M',)",primate,X,0.6709716053288722,0.3290283946711278,0,0,XC,0.25,0.25,0,0,0
"('K',)",stocking,XC,0.6891478535557146,0.3108521464442854,0,0,XC,0,1,0,0,15
"('K',)",stocking,CX,0.6891478535557146,0.3108521464442854,0,0,XC,0,1,0,0,5
"('K',)",stocking,X,0.6891478535557146,0.3108521464442854,0,0,XC,0,1,0,0,0
"('NG', 'L')",strongly,XC,0.0,1.0,0.0,0,CX,0,1,0,0,2
"('NG', 'L')",strongly,CX,0.0,1.0,0.0,0,CX,0,1,0,0,18
"('NG', 'L')",strongly,CCX,0.0,1.0,0.0,0,CX,0,1,0,0,0
"('NG', 'L')",strongly,X,0.0,1.0,0.0,0,CX,0,1,0,0,0
"('P',)",opus,XC,0.8501439384006303,0.14985606159936973,0,0,XC,0.25,0.25,0,0,18
"('P',)",opus,CX,0.8501439384006303,0.14985606159936973,0,0,XC,0.25,0.25,0,0,2
"('P',)",opus,X,0.8501439384006303,0.14985606159936973,0,0,XC,0.25,0.25,0,0,0
"('N', 'T')",frontal,XC,0.0,0.3833939322691433,0.6166060677308568,0,CX,0,0,1,0,1
"('N', 'T')",frontal,CX,0.0,0.3833939322691433,0.6166060677308568,0,CX,0,0,1,0,17
"('N', 'T')",frontal,CCX,0.0,0.3833939322691433,0.6166060677308568,0,CX,0,0,1,0,2
"('N', 'T')",frontal,X,0.0,0.3833939322691433,0.6166060677308568,0,CX,0,0,1,0,0
"('T',)",glottis,XC,0.3417896651459582,0.6582103348540418,0,0,XC,0.25,0.25,0,0,16
"('T',)",glottis,CX,0.3417896651459582,0.6582103348540418,0,0,XC,0.25,0.25,0,0,3
"('T',)",glottis,X,0.3417896651459582,0.6582103348540418,0,0,XC,0.25,0.25,0,0,1
"('S', 'T')",spastic,XC,0.3173607265365571,0.17863192208840717,0.5040073513750357,0,XC,0.25,0.25,0.25,0,5
"('S', 'T')",spastic,CX,0.3173607265365571,0.17863192208840717,0.5040073513750357,0,XC,0.25,0.25,0.25,0,14
"('S', 'T')",spastic,CCX,0.3173607265365571,0.17863192208840717,0.5040073513750357,0,XC,0.25,0.25,0.25,0,1
"('S', 'T')",spastic,X,0.3173607265365571,0.17863192208840717,0.5040073513750357,0,XC,0.25,0.25,0.25,0,0
"('R', 'M')",dormant,XC,0.0,0.7875295997466477,0.21247040025335223,0,CX,0.25,0.25,0.25,0,0
"('R', 'M')",dormant,CX,0.0,0.7875295997466477,0.21247040025335223,0,CX,0.25,0.25,0.25,0,19
"('R', 'M')",dormant,CCX,0.0,0.7875295997466477,0.21247040025335223,0,CX,0.25,0.25,0.25,0,1
"('R', 'M')",dormant,X,0.0,0.7875295997466477,0.21247040025335223,0,CX,0.25,0.25,0.25,0,0
"('N',)",guinea,XC,0.16133575606010916,0.8386642439398908,0,0,XC,0.25,0.25,0,0,15
"('N',)",guinea,CX,0.16133575606010916,0.8386642439398908,0,0,XC,0.25,0.25,0,0,4
"('N',)",guinea,X,0.16133575606010916,0.8386642439398908,0,0,XC,0.25,0.25,0,0,1
"('V',)",ovoid,XC,0.5401753672482296,0.4598246327517703,0,0,XC,0.25,0.25,0,0,20
"('V',)",ovoid,CX,0.5401753672482296,0.4598246327517703,0,0,XC,0.25,0.25,0,0,0
"('V',)",ovoid,X,0.5401753672482296,0.4598246327517703,0,0,XC,0.25,0.25,0,0,0
"('L', 'K', 'R')",fulcrum,XC,0.0,0.9637284088676651,0.036271591132334934,0.0,CX,0.25,0.25,0.25,0.25,0
"('L', 'K', 'R')",fulcrum,CX,0.0,0.9637284088676651,0.036271591132334934,0.0,CX,0.25,0.25,0.25,0.25,20
"('L', 'K', 'R')",fulcrum,CCX,0.0,0.9637284088676651,0.036271591132334934,0.0,CX,0.25,0.25,0.25,0.25,0
"('L', 'K', 'R')",fulcrum,CCCX,0.0,0.9637284088676651,0.036271591132334934,0.0,CX,0.25,0.25,0.25,0.25,0
"('L', 'K', 'R')",fulcrum,X,0.0,0.9637284088676651,0.036271591132334934,0.0,CX,0.25,0.25,0.25,0.25,0
"('G',)",smuggle,XC,0.7698792607864963,0.23012073921350376,0,0,XC,0.25,0.25,0,0,15
"('G',)",smuggle,CX,0.7698792607864963,0.23012073921350376,0,0,XC,0.25,0.25,0,0,5
"('G',)",smuggle,X,0.7698792607864963,0.23012073921350376,0,0,XC,0.25,0.25,0,0,0
"('T',)",goatee,XC,0.3417896651459582,0.6582103348540418,0,0,XC,0.25,0.25,0,0,20
"('T',)",goatee,CX,0.3417896651459582,0.6582103348540418,0,0,XC,0.25,0.25,0,0,0
"('T',)",goatee,X,0.3417896651459582,0.6582103348540418,0,0,XC,0.25,0.25,0,0,0
