Cluster,Word,Response,jP_XC,jP_CX,jP_CCX,jP_CCCX,OnsetMax,Morph_XC,Morph_CX,Morph_CCX,Morph_CCCX,Frequency,P_stress,P_lax,codaP,onsetP
"('M', 'P')",shampoo,XC,0.0,0.7707032826781322,0.22929671732186793,0,CX,0.25,0.25,0.25,0,0,False,True,0.9048539000241487,0.0
"('M', 'P')",shampoo,CX,0.0,0.7707032826781322,0.22929671732186793,0,CX,0.25,0.25,0.25,0,20,False,True,0.08910891089108909,0.1854826714264465
"('M', 'P')",shampoo,CCX,0.0,0.7707032826781322,0.22929671732186793,0,CX,0.25,0.25,0.25,0,0,False,True,0.006037189084762133,0.8145173285735534
"('M', 'P')",shampoo,X,0.0,0.7707032826781322,0.22929671732186793,0,CX,0.25,0.25,0.25,0,0,False,True,,
"('T',)",whitish,XC,0.38148849821433184,0.6185115017856682,0,0,XC,0,1,0,0,9,True,False,0.8192850114791734,0.119755666291593
"('T',)",whitish,CX,0.38148849821433184,0.6185115017856682,0,0,XC,0,1,0,0,10,True,False,0.18071498852082649,0.8802443337084069
"('T',)",whitish,X,0.38148849821433184,0.6185115017856682,0,0,XC,0,1,0,0,1,True,False,,
"('N', 'Y')",senior,XC,0.03504817135908709,0.9649518286409129,0.0,0,CX,0.25,0.25,0.25,0,2,True,False,0.7205769230769231,0.0005270555165144062
"('N', 'Y')",senior,CX,0.03504817135908709,0.9649518286409129,0.0,0,CX,0.25,0.25,0.25,0,18,True,False,0.27942307692307683,0.03742094167252285
"('N', 'Y')",senior,CCX,0.03504817135908709,0.9649518286409129,0.0,0,CX,0.25,0.25,0.25,0,0,True,False,0.0,0.9620520028109627
"('N', 'Y')",senior,X,0.03504817135908709,0.9649518286409129,0.0,0,CX,0.25,0.25,0.25,0,0,True,False,,
"('N',)",connote,XC,0.21103738610226522,0.7889626138977348,0,0,XC,0.25,0.25,0,0,18,False,True,0.7205769230769231,0.0939774983454666
"('N',)",connote,CX,0.21103738610226522,0.7889626138977348,0,0,XC,0.25,0.25,0,0,2,False,True,0.27942307692307683,0.9060225016545335
"('N',)",connote,X,0.21103738610226522,0.7889626138977348,0,0,XC,0.25,0.25,0,0,0,False,True,,
"('N', 'T', 'R')",pantry,XC,0.0,0.40328605814075164,0.5967139418592484,0.0,CX,0.25,0.25,0.25,0.25,0,True,True,0.6664295242329924,0.0
"('N', 'T', 'R')",pantry,CX,0.0,0.40328605814075164,0.5967139418592484,0.0,CX,0.25,0.25,0.25,0.25,20,True,True,0.25842596709648724,0.041592799672712386
"('N', 'T', 'R')",pantry,CCX,0.0,0.40328605814075164,0.5967139418592484,0.0,CX,0.25,0.25,0.25,0.25,0,True,True,0.07514450867052024,0.21164598390835948
"('N', 'T', 'R')",pantry,CCCX,0.0,0.40328605814075164,0.5967139418592484,0.0,CX,0.25,0.25,0.25,0.25,0,True,True,0.0,0.746761216418928
"('N', 'T', 'R')",pantry,X,0.0,0.40328605814075164,0.5967139418592484,0.0,CX,0.25,0.25,0.25,0.25,0,True,True,,
"('N',)",guano,XC,0.21103738610226522,0.7889626138977348,0,0,XC,0.25,0.25,0,0,13,True,False,0.7205769230769231,0.0939774983454666
"('N',)",guano,CX,0.21103738610226522,0.7889626138977348,0,0,XC,0.25,0.25,0,0,5,True,False,0.27942307692307683,0.9060225016545335
"('N',)",guano,X,0.21103738610226522,0.7889626138977348,0,0,XC,0.25,0.25,0,0,2,True,False,,
"('ZH',)",seizure,XC,0.1386750555144338,0.8613249444855662,0,0,XC,1,0,0,0,14,True,False,0.9977366529090668,0.0003650967506389193
"('ZH',)",seizure,CX,0.1386750555144338,0.8613249444855662,0,0,XC,1,0,0,0,6,True,False,0.0022633470909332975,0.999634903249361
"('ZH',)",seizure,X,0.1386750555144338,0.8613249444855662,0,0,XC,1,0,0,0,0,True,False,,
"('S',)",passage,XC,0.5857147118969894,0.41428528810301046,0,0,XC,0,1,0,0,12,True,True,0.8349860724233983,0.2183842420782187
"('S',)",passage,CX,0.5857147118969894,0.41428528810301046,0,0,XC,0,1,0,0,8,True,True,0.16501392757660163,0.7816157579217813
"('S',)",passage,X,0.5857147118969894,0.41428528810301046,0,0,XC,0,1,0,0,0,True,True,,
"('L', 'V')",salvo,XC,0.0,0.935154475869664,0.06484552413033597,0,CX,0.25,0.25,0.25,0,0,True,True,0.7543789007449164,0.0
"('L', 'V')",salvo,CX,0.0,0.935154475869664,0.06484552413033597,0,CX,0.25,0.25,0.25,0,19,True,True,0.2443124622508556,0.07170706899474488
"('L', 'V')",salvo,CCX,0.0,0.935154475869664,0.06484552413033597,0,CX,0.25,0.25,0.25,0,1,True,True,0.0013086370042279041,0.9282929310052551
"('L', 'V')",salvo,X,0.0,0.935154475869664,0.06484552413033597,0,CX,0.25,0.25,0.25,0,0,True,True,,
"('B',)",cobble,XC,0.924360571883047,0.07563942811695307,0,0,XC,0,1,0,0,17,True,False,0.9850157728706624,0.15676008623344626
"('B',)",cobble,CX,0.924360571883047,0.07563942811695307,0,0,XC,0,1,0,0,3,True,False,0.014984227129337538,0.8432399137665537
"('B',)",cobble,X,0.924360571883047,0.07563942811695307,0,0,XC,0,1,0,0,0,True,False,,
"('K',)",akin,XC,0.7122404618686946,0.28775953813130534,0,0,XC,1,0,0,0,19,False,True,0.882477626000942,0.2479055074852356
"('K',)",akin,CX,0.7122404618686946,0.28775953813130534,0,0,XC,1,0,0,0,1,False,True,0.11752237399905792,0.7520944925147645
"('K',)",akin,X,0.7122404618686946,0.28775953813130534,0,0,XC,1,0,0,0,0,False,True,,
"('L', 'L')",guileless,XC,0.0,1.0,0.0,0,CX,0,1,0,0,0,True,False,0.7553674024795888,0.0
"('L', 'L')",guileless,CX,0.0,1.0,0.0,0,CX,0,1,0,0,19,True,False,0.24463259752041122,0.1299650460756276
"('L', 'L')",guileless,CCX,0.0,1.0,0.0,0,CX,0,1,0,0,1,True,False,0.0,0.8700349539243725
"('L', 'L')",guileless,X,0.0,1.0,0.0,0,CX,0,1,0,0,0,True,False,,
"('P', 'R')",deprave,XC,0.8991805746829523,0.10081942531704777,0.0,0,XC,0.25,0.25,0.25,0,20,False,False,0.9565994383456726,0.08202716823406479
"('P', 'R')",deprave,CX,0.8991805746829523,0.10081942531704777,0.0,0,XC,0.25,0.25,0.25,0,0,False,False,0.043400561654327284,0.20271682340647862
"('P', 'R')",deprave,CCX,0.8991805746829523,0.10081942531704777,0.0,0,XC,0.25,0.25,0.25,0,0,False,False,0.0,0.7152560083594567
"('P', 'R')",deprave,X,0.8991805746829523,0.10081942531704777,0.0,0,XC,0.25,0.25,0.25,0,0,False,False,,
"('N', 'S')",sincere,XC,0.0,0.696979938575447,0.303020061424553,0,CX,0.25,0.25,0.25,0,0,False,True,0.6969217892681112,0.0
"('N', 'S')",sincere,CX,0.0,0.696979938575447,0.303020061424553,0,CX,0.25,0.25,0.25,0,20,False,True,0.27025016274528035,0.2183842420782187
"('N', 'S')",sincere,CCX,0.0,0.696979938575447,0.303020061424553,0,CX,0.25,0.25,0.25,0,0,False,True,0.032828047986608384,0.7816157579217813
"('N', 'S')",sincere,X,0.0,0.696979938575447,0.303020061424553,0,CX,0.25,0.25,0.25,0,0,False,True,,
"('T', 'L')",atlas,XC,0.0,0.9959665004456295,0.004033499554370484,0,CX,0.25,0.25,0.25,0,1,True,True,0.8191954525579361,0.0
"('T', 'L')",atlas,CX,0.0,0.9959665004456295,0.004033499554370484,0,CX,0.25,0.25,0.25,0,19,True,True,0.18069523393091383,0.1299650460756276
"('T', 'L')",atlas,CCX,0.0,0.9959665004456295,0.004033499554370484,0,CX,0.25,0.25,0.25,0,0,True,True,0.00010931351114997813,0.8700349539243725
"('T', 'L')",atlas,X,0.0,0.9959665004456295,0.004033499554370484,0,CX,0.25,0.25,0.25,0,0,True,True,,
"('K', 'S', 'T')",sixty,XC,0.0,0.6558577146077504,0.2604521878671519,0.08369009752509766,CX,0,0,1,0,0,True,True,0.8630657606817921,0.0
"('K', 'S', 'T')",sixty,CX,0.0,0.6558577146077504,0.2604521878671519,0.08369009752509766,CX,0,0,1,0,4,True,True,0.11493723367499711,0.0523990860624524
"('K', 'S', 'T')",sixty,CCX,0.0,0.6558577146077504,0.2604521878671519,0.08369009752509766,CX,0,0,1,0,15,True,True,0.021075665092709892,0.11348057882711349
"('K', 'S', 'T')",sixty,CCCX,0.0,0.6558577146077504,0.2604521878671519,0.08369009752509766,CX,0,0,1,0,1,True,True,0.0009213405505009789,0.8341203351104342
"('K', 'S', 'T')",sixty,X,0.0,0.6558577146077504,0.2604521878671519,0.08369009752509766,CX,0,0,1,0,0,True,True,,
"('K', 'T')",dictate,XC,0.0,0.46375406831906846,0.5362459316809316,0,CX,0.25,0.25,0.25,0,1,False,True,0.8664585501214013,0.0
"('K', 'T')",dictate,CX,0.0,0.46375406831906846,0.5362459316809316,0,CX,0.25,0.25,0.25,0,19,False,True,0.11538906231934325,0.119755666291593
"('K', 'T')",dictate,CCX,0.0,0.46375406831906846,0.5362459316809316,0,CX,0.25,0.25,0.25,0,0,False,True,0.0181523875592554,0.8802443337084069
"('K', 'T')",dictate,X,0.0,0.46375406831906846,0.5362459316809316,0,CX,0.25,0.25,0.25,0,0,False,True,,
"('S', 'T')",cistern,XC,0.4002269768683868,0.17129534394680482,0.42847767918480834,0,XC,0.25,0.25,0.25,0,1,True,True,0.7905897246544993,0.0523990860624524
"('S', 'T')",cistern,CX,0.4002269768683868,0.17129534394680482,0.42847767918480834,0,XC,0.25,0.25,0.25,0,17,True,True,0.15624010971621474,0.11348057882711349
"('S', 'T')",cistern,CCX,0.4002269768683868,0.17129534394680482,0.42847767918480834,0,XC,0.25,0.25,0.25,0,2,True,True,0.053170165629285775,0.8341203351104342
"('S', 'T')",cistern,X,0.4002269768683868,0.17129534394680482,0.42847767918480834,0,XC,0.25,0.25,0.25,0,0,True,True,,
"('K', 'T')",rector,XC,0.0,0.46375406831906846,0.5362459316809316,0,CX,0.25,0.25,0.25,0,1,True,True,0.8664585501214013,0.0
"('K', 'T')",rector,CX,0.0,0.46375406831906846,0.5362459316809316,0,CX,0.25,0.25,0.25,0,17,True,True,0.11538906231934325,0.119755666291593
"('K', 'T')",rector,CCX,0.0,0.46375406831906846,0.5362459316809316,0,CX,0.25,0.25,0.25,0,2,True,True,0.0181523875592554,0.8802443337084069
"('K', 'T')",rector,X,0.0,0.46375406831906846,0.5362459316809316,0,CX,0.25,0.25,0.25,0,0,True,True,,
"('D',)",cuddle,XC,0.6641118416786628,0.3358881583213372,0,0,XC,0.25,0.25,0,0,15,True,True,0.8771067415730337,0.21693121693121697
"('D',)",cuddle,CX,0.6641118416786628,0.3358881583213372,0,0,XC,0.25,0.25,0,0,5,True,True,0.12289325842696627,0.783068783068783
"('D',)",cuddle,X,0.6641118416786628,0.3358881583213372,0,0,XC,0.25,0.25,0,0,0,True,True,,
"('N', 'D')",pending,XC,0.0,0.7453799281808742,0.25462007181912594,0,CX,0.25,0.25,0.25,0,0,True,True,0.7020140515222483,0.0
"('N', 'D')",pending,CX,0.0,0.7453799281808742,0.25462007181912594,0,CX,0.25,0.25,0.25,0,16,True,True,0.27222482435597184,0.21693121693121697
"('N', 'D')",pending,CCX,0.0,0.7453799281808742,0.25462007181912594,0,CX,0.25,0.25,0.25,0,4,True,True,0.02576112412177986,0.783068783068783
"('N', 'D')",pending,X,0.0,0.7453799281808742,0.25462007181912594,0,CX,0.25,0.25,0.25,0,0,True,True,,
"('M',)",shimmy,XC,0.7166613943220214,0.2833386056779786,0,0,XC,0.25,0.25,0,0,11,True,True,0.9103498542274052,0.1994152046783626
"('M',)",shimmy,CX,0.7166613943220214,0.2833386056779786,0,0,XC,0.25,0.25,0,0,9,True,True,0.08965014577259474,0.8005847953216375
"('M',)",shimmy,X,0.7166613943220214,0.2833386056779786,0,0,XC,0.25,0.25,0,0,0,True,True,,
"('K', 'S')",backside,XC,0.0,0.6037607827134953,0.3962392172865047,0,CX,0,1,0,0,0,True,True,0.8638616714697407,0.0
"('K', 'S')",backside,CX,0.0,0.6037607827134953,0.3962392172865047,0,CX,0,1,0,0,20,True,True,0.11504322766570603,0.2183842420782187
"('K', 'S')",backside,CCX,0.0,0.6037607827134953,0.3962392172865047,0,CX,0,1,0,0,0,True,True,0.021095100864553313,0.7816157579217813
"('K', 'S')",backside,X,0.0,0.6037607827134953,0.3962392172865047,0,CX,0,1,0,0,0,True,True,,
"('CH',)",bachelor,XC,0.7044137656328234,0.29558623436717657,0,0,XC,0.25,0.25,0,0,4,True,True,0.9847568988173455,0.03557590700951039
"('CH',)",bachelor,CX,0.7044137656328234,0.29558623436717657,0,0,XC,0.25,0.25,0,0,16,True,True,0.015243101182654399,0.9644240929904896
"('CH',)",bachelor,X,0.7044137656328234,0.29558623436717657,0,0,XC,0.25,0.25,0,0,0,True,True,,
"('N', 'JH')",congest,XC,0.0,0.8354037219210452,0.1645962780789548,0,CX,0.25,0.25,0.25,0,0,False,True,0.7178848548711563,0.0
"('N', 'JH')",congest,CX,0.0,0.8354037219210452,0.1645962780789548,0,CX,0.25,0.25,0.25,0,20,False,True,0.2783791550914838,0.06377158488630535
"('N', 'JH')",congest,CCX,0.0,0.8354037219210452,0.1645962780789548,0,CX,0.25,0.25,0.25,0,0,False,True,0.0037359900373599006,0.9362284151136946
"('N', 'JH')",congest,X,0.0,0.8354037219210452,0.1645962780789548,0,CX,0.25,0.25,0.25,0,0,False,True,,
"('CH',)",hatchet,XC,0.7044137656328234,0.29558623436717657,0,0,XC,0.25,0.25,0,0,12,True,True,0.9847568988173455,0.03557590700951039
"('CH',)",hatchet,CX,0.7044137656328234,0.29558623436717657,0,0,XC,0.25,0.25,0,0,8,True,True,0.015243101182654399,0.9644240929904896
"('CH',)",hatchet,X,0.7044137656328234,0.29558623436717657,0,0,XC,0.25,0.25,0,0,0,True,True,,
"('M', 'L')",limbless,XC,0.0,1.0,0.0,0,CX,0,1,0,0,1,True,True,0.9103498542274052,0.0
"('M', 'L')",limbless,CX,0.0,1.0,0.0,0,CX,0,1,0,0,19,True,True,0.08965014577259474,0.1299650460756276
"('M', 'L')",limbless,CCX,0.0,1.0,0.0,0,CX,0,1,0,0,0,True,True,0.0,0.8700349539243725
"('M', 'L')",limbless,X,0.0,1.0,0.0,0,CX,0,1,0,0,0,True,True,,
"('V',)",havoc,XC,0.5737859575335379,0.426214042466462,0,0,XC,0.25,0.25,0,0,12,True,True,0.9457344775365977,0.07170706899474488
"('V',)",havoc,CX,0.5737859575335379,0.426214042466462,0,0,XC,0.25,0.25,0,0,8,True,True,0.05426552246340232,0.9282929310052551
"('V',)",havoc,X,0.5737859575335379,0.426214042466462,0,0,XC,0.25,0.25,0,0,0,True,True,,
"('S',)",mason,XC,0.5857147118969894,0.41428528810301046,0,0,XC,0.25,0.25,0,0,20,True,False,0.8349860724233983,0.2183842420782187
"('S',)",mason,CX,0.5857147118969894,0.41428528810301046,0,0,XC,0.25,0.25,0,0,0,True,False,0.16501392757660163,0.7816157579217813
"('S',)",mason,X,0.5857147118969894,0.41428528810301046,0,0,XC,0.25,0.25,0,0,0,True,False,,
"('M',)",rummage,XC,0.7166613943220214,0.2833386056779786,0,0,XC,0.25,0.25,0,0,13,True,True,0.9103498542274052,0.1994152046783626
"('M',)",rummage,CX,0.7166613943220214,0.2833386056779786,0,0,XC,0.25,0.25,0,0,7,True,True,0.08965014577259474,0.8005847953216375
"('M',)",rummage,X,0.7166613943220214,0.2833386056779786,0,0,XC,0.25,0.25,0,0,0,True,True,,
"('V',)",having,XC,0.5737859575335379,0.426214042466462,0,0,XC,0,1,0,0,9,True,True,0.9457344775365977,0.07170706899474488
"('V',)",having,CX,0.5737859575335379,0.426214042466462,0,0,XC,0,1,0,0,11,True,True,0.05426552246340232,0.9282929310052551
"('V',)",having,X,0.5737859575335379,0.426214042466462,0,0,XC,0,1,0,0,0,True,True,,
"('N', 'V')",convex,XC,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0,False,True,0.7205769230769231,0.0
"('N', 'V')",convex,CX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,20,False,True,0.27942307692307683,0.07170706899474488
"('N', 'V')",convex,CCX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0,False,True,0.0,0.9282929310052551
"('N', 'V')",convex,X,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0,False,True,,
"('N', 'D')",handle,XC,0.0,0.7453799281808742,0.25462007181912594,0,CX,0.25,0.25,0.25,0,0,True,True,0.7020140515222483,0.0
"('N', 'D')",handle,CX,0.0,0.7453799281808742,0.25462007181912594,0,CX,0.25,0.25,0.25,0,19,True,True,0.27222482435597184,0.21693121693121697
"('N', 'D')",handle,CCX,0.0,0.7453799281808742,0.25462007181912594,0,CX,0.25,0.25,0.25,0,1,True,True,0.02576112412177986,0.783068783068783
"('N', 'D')",handle,X,0.0,0.7453799281808742,0.25462007181912594,0,CX,0.25,0.25,0.25,0,0,True,True,,
"('R', 'N')",burnish,XC,0.0,0.5539499291117393,0.4460500708882607,0,CX,0.25,0.25,0.25,0,1,True,True,0.9398043641835968,0.0
"('R', 'N')",burnish,CX,0.0,0.5539499291117393,0.4460500708882607,0,CX,0.25,0.25,0.25,0,12,True,True,0.05555555555555555,0.0939774983454666
"('R', 'N')",burnish,CCX,0.0,0.5539499291117393,0.4460500708882607,0,CX,0.25,0.25,0.25,0,7,True,True,0.004640080260847756,0.9060225016545335
"('R', 'N')",burnish,X,0.0,0.5539499291117393,0.4460500708882607,0,CX,0.25,0.25,0.25,0,0,True,True,,
"('R', 'P', 'L')",surplus,XC,0.0,0.9437839323757817,0.056216067624218276,0.0,CX,0.25,0.25,0.25,0.25,0,True,True,0.9435910350037774,0.0
"('R', 'P', 'L')",surplus,CX,0.0,0.9437839323757817,0.056216067624218276,0.0,CX,0.25,0.25,0.25,0.25,20,True,True,0.05577940065474691,0.024034734067297257
"('R', 'P', 'L')",surplus,CCX,0.0,0.9437839323757817,0.056216067624218276,0.0,CX,0.25,0.25,0.25,0.25,0,True,True,0.0006295643414756987,0.12684137075515586
"('R', 'P', 'L')",surplus,CCCX,0.0,0.9437839323757817,0.056216067624218276,0.0,CX,0.25,0.25,0.25,0.25,0,True,True,0.0,0.8491238951775469
"('R', 'P', 'L')",surplus,X,0.0,0.9437839323757817,0.056216067624218276,0.0,CX,0.25,0.25,0.25,0.25,0,True,True,,
"('S', 'P')",passport,XC,0.4365114720579866,0.548842095565564,0.014646432376449334,0,XC,0,1,0,0,0,True,True,0.8341495992876224,0.02832779303367539
"('S', 'P')",passport,CX,0.4365114720579866,0.548842095565564,0.014646432376449334,0,XC,0,1,0,0,20,True,True,0.16484861976847726,0.18022835669894494
"('S', 'P')",passport,CCX,0.4365114720579866,0.548842095565564,0.014646432376449334,0,XC,0,1,0,0,0,True,True,0.0010017809439002673,0.7914438502673797
"('S', 'P')",passport,X,0.4365114720579866,0.548842095565564,0.014646432376449334,0,XC,0,1,0,0,0,True,True,,
"('M', 'B')",limbo,XC,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0,True,True,0.9103498542274052,0.0
"('M', 'B')",limbo,CX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,19,True,True,0.08965014577259474,0.15676008623344626
"('M', 'B')",limbo,CCX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0,True,True,0.0,0.8432399137665537
"('M', 'B')",limbo,X,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,1,True,True,,
"('V',)",bovine,XC,0.5737859575335379,0.426214042466462,0,0,XC,0.25,0.25,0,0,20,True,False,0.9457344775365977,0.07170706899474488
"('V',)",bovine,CX,0.5737859575335379,0.426214042466462,0,0,XC,0.25,0.25,0,0,0,True,False,0.05426552246340232,0.9282929310052551
"('V',)",bovine,X,0.5737859575335379,0.426214042466462,0,0,XC,0.25,0.25,0,0,0,True,False,,
"('V',)",crevice,XC,0.5737859575335379,0.426214042466462,0,0,XC,0.25,0.25,0,0,17,True,True,0.9457344775365977,0.07170706899474488
"('V',)",crevice,CX,0.5737859575335379,0.426214042466462,0,0,XC,0.25,0.25,0,0,3,True,True,0.05426552246340232,0.9282929310052551
"('V',)",crevice,X,0.5737859575335379,0.426214042466462,0,0,XC,0.25,0.25,0,0,0,True,True,,
"('Z',)",trousers,XC,0.1168893241395907,0.8831106758604093,0,0,XC,0.25,0.25,0,0,18,True,False,0.9282794500185805,0.01012292118582791
"('Z',)",trousers,CX,0.1168893241395907,0.8831106758604093,0,0,XC,0.25,0.25,0,0,2,True,False,0.07172054998141955,0.9898770788141721
"('Z',)",trousers,X,0.1168893241395907,0.8831106758604093,0,0,XC,0.25,0.25,0,0,0,True,False,,
"('N', 'D', 'W')",sandwich,XC,0.0,0.08105771108197816,0.9189422889180218,0.0,CX,0.25,0.25,0.25,0.25,0,True,True,0.7020140515222483,0.0
"('N', 'D', 'W')",sandwich,CX,0.0,0.08105771108197816,0.9189422889180218,0.0,CX,0.25,0.25,0.25,0.25,7,True,True,0.27222482435597184,0.0008223684210526315
"('N', 'D', 'W')",sandwich,CCX,0.0,0.08105771108197816,0.9189422889180218,0.0,CX,0.25,0.25,0.25,0.25,13,True,True,0.02576112412177986,0.09851973684210527
"('N', 'D', 'W')",sandwich,CCCX,0.0,0.08105771108197816,0.9189422889180218,0.0,CX,0.25,0.25,0.25,0.25,0,True,True,0.0,0.9006578947368421
"('N', 'D', 'W')",sandwich,X,0.0,0.08105771108197816,0.9189422889180218,0.0,CX,0.25,0.25,0.25,0.25,0,True,True,,
"('L',)",gallant,XC,0.31565311098505777,0.6843468890149422,0,0,XC,0.25,0.25,0,0,12,True,True,0.7553674024795888,0.1299650460756276
"('L',)",gallant,CX,0.31565311098505777,0.6843468890149422,0,0,XC,0.25,0.25,0,0,8,True,True,0.24463259752041122,0.8700349539243725
"('L',)",gallant,X,0.31565311098505777,0.6843468890149422,0,0,XC,0.25,0.25,0,0,0,True,True,,
"('M', 'B')",gamble,XC,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0,True,True,0.9103498542274052,0.0
"('M', 'B')",gamble,CX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,19,True,True,0.08965014577259474,0.15676008623344626
"('M', 'B')",gamble,CCX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,1,True,True,0.0,0.8432399137665537
"('M', 'B')",gamble,X,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0,True,True,,
"('K',)",lucky,XC,0.7122404618686946,0.28775953813130534,0,0,XC,0,1,0,0,17,True,True,0.882477626000942,0.2479055074852356
"('K',)",lucky,CX,0.7122404618686946,0.28775953813130534,0,0,XC,0,1,0,0,3,True,True,0.11752237399905792,0.7520944925147645
"('K',)",lucky,X,0.7122404618686946,0.28775953813130534,0,0,XC,0,1,0,0,0,True,True,,
"('G',)",stagger,XC,0.7999454288685852,0.20005457113141478,0,0,XC,0.25,0.25,0,0,14,True,True,0.9832065074783523,0.06393162393162394
"('G',)",stagger,CX,0.7999454288685852,0.20005457113141478,0,0,XC,0.25,0.25,0,0,6,True,True,0.01679349252164786,0.936068376068376
"('G',)",stagger,X,0.7999454288685852,0.20005457113141478,0,0,XC,0.25,0.25,0,0,0,True,True,,
"('F',)",stifle,XC,0.8871328045101751,0.11286719548982489,0,0,XC,0.25,0.25,0,0,19,True,False,0.9801203243526027,0.1375019688139865
"('F',)",stifle,CX,0.8871328045101751,0.11286719548982489,0,0,XC,0.25,0.25,0,0,1,True,False,0.019879675647397326,0.8624980311860135
"('F',)",stifle,X,0.8871328045101751,0.11286719548982489,0,0,XC,0.25,0.25,0,0,0,True,False,,
"('M', 'B')",gambit,XC,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0,True,True,0.9103498542274052,0.0
"('M', 'B')",gambit,CX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,17,True,True,0.08965014577259474,0.15676008623344626
"('M', 'B')",gambit,CCX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,3,True,True,0.0,0.8432399137665537
"('M', 'B')",gambit,X,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0,True,True,,
"('S',)",basis,XC,0.5857147118969894,0.41428528810301046,0,0,XC,0.25,0.25,0,0,17,True,False,0.8349860724233983,0.2183842420782187
"('S',)",basis,CX,0.5857147118969894,0.41428528810301046,0,0,XC,0.25,0.25,0,0,3,True,False,0.16501392757660163,0.7816157579217813
"('S',)",basis,X,0.5857147118969894,0.41428528810301046,0,0,XC,0.25,0.25,0,0,0,True,False,,
"('N', 'Y')",genius,XC,0.03504817135908709,0.9649518286409129,0.0,0,CX,0.25,0.25,0.25,0,5,True,False,0.7205769230769231,0.0005270555165144062
"('N', 'Y')",genius,CX,0.03504817135908709,0.9649518286409129,0.0,0,CX,0.25,0.25,0.25,0,14,True,False,0.27942307692307683,0.03742094167252285
"('N', 'Y')",genius,CCX,0.03504817135908709,0.9649518286409129,0.0,0,CX,0.25,0.25,0.25,0,1,True,False,0.0,0.9620520028109627
"('N', 'Y')",genius,X,0.03504817135908709,0.9649518286409129,0.0,0,CX,0.25,0.25,0.25,0,0,True,False,,
"('T', 'R')",outright,XC,0.47116277746650986,0.5288372225334902,0.0,0,XC,0,1,0,0,0,True,False,0.8192850114791734,0.041592799672712386
"('T', 'R')",outright,CX,0.47116277746650986,0.5288372225334902,0.0,0,XC,0,1,0,0,20,True,False,0.18071498852082649,0.21164598390835948
"('T', 'R')",outright,CCX,0.47116277746650986,0.5288372225334902,0.0,0,XC,0,1,0,0,0,True,False,0.0,0.746761216418928
"('T', 'R')",outright,X,0.47116277746650986,0.5288372225334902,0.0,0,XC,0,1,0,0,0,True,False,,
"('JH',)",staging,XC,0.6457744894239216,0.3542255105760785,0,0,XC,0,1,0,0,16,True,False,0.9639825057885257,0.06377158488630535
"('JH',)",staging,CX,0.6457744894239216,0.3542255105760785,0,0,XC,0,1,0,0,4,True,False,0.036017494211474134,0.9362284151136946
"('JH',)",staging,X,0.6457744894239216,0.3542255105760785,0,0,XC,0,1,0,0,0,True,False,,
"('R', 'D')",order,XC,0.0,0.5077009084556254,0.4922990915443745,0,CX,0.25,0.25,0.25,0,0,True,True,0.9302383316782524,0.0
"('R', 'D')",order,CX,0.0,0.5077009084556254,0.4922990915443745,0,CX,0.25,0.25,0.25,0,20,True,True,0.05499006951340615,0.21693121693121697
"('R', 'D')",order,CCX,0.0,0.5077009084556254,0.4922990915443745,0,CX,0.25,0.25,0.25,0,0,True,True,0.014771598808341611,0.783068783068783
"('R', 'D')",order,X,0.0,0.5077009084556254,0.4922990915443745,0,CX,0.25,0.25,0.25,0,0,True,True,,
"('R', 'T')",artist,XC,0.0,0.47355748880442283,0.5264425111955772,0,CX,0,0,1,0,0,True,False,0.9362818590704649,0.0
"('R', 'T')",artist,CX,0.0,0.47355748880442283,0.5264425111955772,0,CX,0,0,1,0,16,True,False,0.055347326336831586,0.119755666291593
"('R', 'T')",artist,CCX,0.0,0.47355748880442283,0.5264425111955772,0,CX,0,0,1,0,4,True,False,0.008370814592703649,0.8802443337084069
"('R', 'T')",artist,X,0.0,0.47355748880442283,0.5264425111955772,0,CX,0,0,1,0,0,True,False,,
"('V',)",overt,XC,0.5737859575335379,0.426214042466462,0,0,XC,0.25,0.25,0,0,17,False,False,0.9457344775365977,0.07170706899474488
"('V',)",overt,CX,0.5737859575335379,0.426214042466462,0,0,XC,0.25,0.25,0,0,3,False,False,0.05426552246340232,0.9282929310052551
"('V',)",overt,X,0.5737859575335379,0.426214042466462,0,0,XC,0.25,0.25,0,0,0,False,False,,
