Word,# of Medial Consonants,# of .C*,# of C.*,# of CC.*,# of CCC.*,# of ?,prop. of .C*,prop. of C.*,prop. of CC.*,prop. of CCC.*,prop. of ?
prelude,2,20,2,0,0,0,0.909090909,0.090909091,0,0,0
prefer,1,22,0,0,0,0,1,0,0,0,0
bounty,2,1,21,0,0,0,0.045454545,0.954545455,0,0,0
vestry,3,8,14,0,0,0,0.363636364,0.636363636,0,0,0
prefect,1,22,0,0,0,0,1,0,0,0,0
posit,1,16,6,0,0,0,0.727272727,0.272727273,0,0,0
mincemeat,3,0,3,19,0,0,0,0.136363636,0.863636364,0,0
sweeten,1,12,10,0,0,0,0.545454545,0.454545455,0,0,0
mishmash,2,3,19,0,0,0,0.136363636,0.863636364,0,0,0
misprint,3,0,22,0,0,0,0,1,0,0,0
presence,1,15,7,0,0,0,0.681818182,0.318181818,0,0,0
bodice,1,18,4,0,0,0,0.818181818,0.181818182,0,0,0
posture,2,5,16,1,0,0,0.227272727,0.727272727,0.045454545,0,0
writer,1,20,2,0,0,0,0.909090909,0.090909091,0,0,0
posthaste,3,0,3,18,0,1,0,0.136363636,0.818181818,0,0.045454545
postern,2,11,7,3,0,1,0.5,0.318181818,0.136363636,0,0.045454545
losing,1,16,6,0,0,0,0.727272727,0.272727273,0,0,0
postpone,3,2,6,14,0,0,0.090909091,0.272727273,0.636363636,0,0
motif,1,22,0,0,0,0,1,0,0,0,0
belief,1,21,1,0,0,0,0.954545455,0.045454545,0,0,0
pratfall,2,0,21,1,0,0,0,0.954545455,0.045454545,0,0
boatswain,1,17,4,0,0,1,0.772727273,0.181818182,0,0,0.045454545
praetor,1,16,6,0,0,0,0.727272727,0.272727273,0,0,0
potsherd,2,1,18,2,0,1,0.045454545,0.818181818,0.090909091,0,0.045454545
bobbin,1,16,6,0,0,0,0.727272727,0.272727273,0,0,0
poultry,3,0,22,0,0,0,0,1,0,0,0
poultice,2,0,22,0,0,0,0,1,0,0,0
bombproof,3,0,22,0,0,0,0,1,0,0,0
product,1,22,0,0,0,0,1,0,0,0,0
censure,2,0,22,0,0,0,0,1,0,0,0
miner,1,19,3,0,0,0,0.863636364,0.136363636,0,0,0
coney,1,21,1,0,0,0,0.954545455,0.045454545,0,0,0
blanket,2,2,18,2,0,0,0.090909091,0.818181818,0.090909091,0,0
blatant,1,19,3,0,0,0,0.863636364,0.136363636,0,0,0
bitters,1,17,5,0,0,0,0.772727273,0.227272727,0,0,0
canyon,2,0,21,1,0,0,0,0.954545455,0.045454545,0,0
promise,1,19,3,0,0,0,0.863636364,0.136363636,0,0,0
prolong,1,22,0,0,0,0,1,0,0,0,0
milldam,2,0,21,0,0,1,0,0.954545455,0,0,0.045454545
millet,1,5,16,0,0,1,0.227272727,0.727272727,0,0,0.045454545
progress,2,17,5,0,0,0,0.772727273,0.227272727,0,0,0
bishop,1,12,10,0,0,0,0.545454545,0.454545455,0,0,0
profess,1,20,2,0,0,0,0.909090909,0.090909091,0,0,0
practice,2,2,18,2,0,0,0.090909091,0.818181818,0.090909091,0,0
millpond,2,0,22,0,0,0,0,1,0,0,0
languor,2,0,16,6,0,0,0,0.727272727,0.272727273,0,0
prestige,2,11,11,0,0,0,0.5,0.5,0,0,0
pretty,1,16,6,0,0,0,0.727272727,0.272727273,0,0,0
pretext,1,22,0,0,0,0,1,0,0,0,0
preside,1,18,4,0,0,0,0.818181818,0.181818182,0,0,0
premiere,2,20,1,1,0,0,0.909090909,0.045454545,0.045454545,0,0
remorse,1,22,0,0,0,0,1,0,0,0,0
varnish,2,0,18,4,0,0,0,0.818181818,0.181818182,0,0
blister,2,5,15,2,0,0,0.227272727,0.681818182,0.090909091,0,0
oral,1,3,19,0,0,0,0.136363636,0.863636364,0,0,0
primal,1,19,3,0,0,0,0.863636364,0.136363636,0,0,0
princess,2,0,20,2,0,0,0,0.909090909,0.090909091,0,0
primrose,2,1,21,0,0,0,0.045454545,0.954545455,0,0,0
prickle,1,14,8,0,0,0,0.636363636,0.363636364,0,0,0
mingle,2,0,21,1,0,0,0,0.954545455,0.045454545,0,0
hookah,1,15,5,0,0,2,0.681818182,0.227272727,0,0,0.090909091
messmate,2,2,20,0,0,0,0.090909091,0.909090909,0,0,0
prevent,1,22,0,0,0,0,1,0,0,0,0
repel,1,20,2,0,0,0,0.909090909,0.090909091,0,0,0
adore,1,22,0,0,0,0,1,0,0,0,0
bathos,1,17,4,0,0,1,0.772727273,0.181818182,0,0,0.045454545
repeat,1,22,0,0,0,0,1,0,0,0,0
flambeau,2,0,22,0,0,0,0,1,0,0,0
repair,1,21,1,0,0,0,0.954545455,0.045454545,0,0,0
rental,2,1,20,1,0,0,0.045454545,0.909090909,0.045454545,0,0
rely,1,22,0,0,0,0,1,0,0,0,0
maya,1,11,11,0,0,0,0.5,0.5,0,0,0
glitter,1,15,7,0,0,0,0.681818182,0.318181818,0,0,0
titter,1,14,7,0,0,1,0.636363636,0.318181818,0,0,0.045454545
rafter,2,2,15,5,0,0,0.090909091,0.681818182,0.227272727,0,0
goner,1,12,10,0,0,0,0.545454545,0.454545455,0,0,0
linchpin,3,0,1,20,0,1,0,0.045454545,0.909090909,0,0.045454545
reprove,2,21,1,0,0,0,0.954545455,0.045454545,0,0,0
banner,1,10,12,0,0,0,0.454545455,0.545454545,0,0,0
heiress,1,7,14,0,0,1,0.318181818,0.636363636,0,0,0.045454545
replace,2,19,3,0,0,0,0.863636364,0.136363636,0,0,0
persist,2,1,21,0,0,0,0.045454545,0.954545455,0,0,0
probate,1,21,1,0,0,0,0.954545455,0.045454545,0,0,0
chapel,1,15,7,0,0,0,0.681818182,0.318181818,0,0,0
scaffold,1,14,8,0,0,0,0.636363636,0.363636364,0,0,0
bawdy,1,20,2,0,0,0,0.909090909,0.090909091,0,0,0
bazaar,1,22,0,0,0,0,1,0,0,0,0
rehearse,1,22,0,0,0,0,1,0,0,0,0
regale,1,19,3,0,0,0,0.863636364,0.136363636,0,0,0
penknife,2,0,21,1,0,0,0,0.954545455,0.045454545,0,0
regnal,2,2,19,1,0,0,0.090909091,0.863636364,0.045454545,0,0
mystic,2,6,13,3,0,0,0.272727273,0.590909091,0.136363636,0,0
fatback,2,0,22,0,0,0,0,1,0,0,0
mealtime,2,0,22,0,0,0,0,1,0,0,0
remnant,2,1,21,0,0,0,0.045454545,0.954545455,0,0,0
renew,1,21,1,0,0,0,0.954545455,0.045454545,0,0,0
sinew,2,3,18,1,0,0,0.136363636,0.818181818,0.045454545,0,0
remit,1,22,0,0,0,0,1,0,0,0,0
remark,1,21,1,0,0,0,0.954545455,0.045454545,0,0,0
borax,1,6,16,0,0,0,0.272727273,0.727272727,0,0,0
diary,1,12,9,0,0,1,0.545454545,0.409090909,0,0,0.045454545
money,1,18,4,0,0,0,0.818181818,0.181818182,0,0,0
forfeit,2,0,22,0,0,0,0,1,0,0,0
retrench,2,22,0,0,0,0,1,0,0,0,0
ardor,2,1,21,0,0,0,0.045454545,0.954545455,0,0,0
dauphin,1,22,0,0,0,0,1,0,0,0,0
barley,2,0,21,1,0,0,0,0.954545455,0.045454545,0,0
baroque,1,20,2,0,0,0,0.909090909,0.090909091,0,0,0
retrace,2,21,1,0,0,0,0.954545455,0.045454545,0,0,0
resort,1,22,0,0,0,0,1,0,0,0,0
retread,2,21,1,0,0,0,0.954545455,0.045454545,0,0,0
beckon,1,14,8,0,0,0,0.636363636,0.363636364,0,0,0
chauffeur,1,19,2,0,0,1,0.863636364,0.090909091,0,0,0.045454545
arrears,1,19,3,0,0,0,0.863636364,0.136363636,0,0,0
leftist,2,1,11,10,0,0,0.045454545,0.5,0.454545455,0,0
reward,1,22,0,0,0,0,1,0,0,0,0
revolve,1,22,0,0,0,0,1,0,0,0,0
revive,1,20,2,0,0,0,0.909090909,0.090909091,0,0,0
revert,1,21,1,0,0,0,0.954545455,0.045454545,0,0,0
bargain,2,0,21,1,0,0,0,0.954545455,0.045454545,0,0
chatty,1,16,6,0,0,0,0.727272727,0.272727273,0,0,0
shutter,1,12,10,0,0,0,0.545454545,0.454545455,0,0,0
basalt,1,19,3,0,0,0,0.863636364,0.136363636,0,0,0
resist,1,21,1,0,0,0,0.954545455,0.045454545,0,0,0
clamber,2,0,20,1,0,1,0,0.909090909,0.045454545,0,0.045454545
barren,1,6,16,0,0,0,0.272727273,0.727272727,0,0,0
resin,1,16,5,0,0,1,0.727272727,0.227272727,0,0,0.045454545
matting,1,18,4,0,0,0,0.818181818,0.181818182,0,0,0
rescue,3,7,14,1,0,0,0.318181818,0.636363636,0.045454545,0,0
vacate,1,22,0,0,0,0,1,0,0,0,0
reserve,1,20,2,0,0,0,0.909090909,0.090909091,0,0,0
massive,1,13,9,0,0,0,0.590909091,0.409090909,0,0,0
matron,2,22,0,0,0,0,1,0,0,0,0
retort,1,21,1,0,0,0,0.954545455,0.045454545,0,0,0
mastoid,2,4,16,2,0,0,0.181818182,0.727272727,0.090909091,0,0
horseshoe,3,0,5,16,1,0,0,0.227272727,0.727272727,0.045454545,0
craven,1,18,4,0,0,0,0.818181818,0.181818182,0,0,0
fidget,1,10,12,0,0,0,0.454545455,0.545454545,0,0,0
response,2,18,4,0,0,0,0.818181818,0.181818182,0,0,0
retail,1,20,2,0,0,0,0.909090909,0.090909091,0,0,0
restrain,3,18,4,0,0,0,0.818181818,0.181818182,0,0,0
rapture,2,1,20,1,0,0,0.045454545,0.909090909,0.045454545,0,0
mercy,2,0,20,2,0,0,0,0.909090909,0.090909091,0,0
behalf,1,22,0,0,0,0,1,0,0,0,0
rarebit,2,0,20,1,0,1,0,0.909090909,0.045454545,0,0.045454545
aloft,1,21,1,0,0,0,0.954545455,0.045454545,0,0,0
ransom,2,0,21,1,0,0,0,0.954545455,0.045454545,0,0
looney,1,18,4,0,0,0,0.818181818,0.181818182,0,0,0
muster,2,6,13,3,0,0,0.272727273,0.590909091,0.136363636,0,0
eclipse,2,19,3,0,0,0,0.863636364,0.136363636,0,0,0
mental,2,0,22,0,0,0,0,1,0,0,0
ravine,1,22,0,0,0,0,1,0,0,0,0
transplant,4,0,6,16,0,0,0,0.272727273,0.727272727,0,0
razor,1,20,2,0,0,0,0.909090909,0.090909091,0,0,0
warble,2,0,21,1,0,0,0,0.954545455,0.045454545,0,0
rattrap,3,6,15,0,0,1,0.272727273,0.681818182,0,0,0.045454545
villous,1,5,16,0,0,1,0.227272727,0.727272727,0,0,0.045454545
begin,1,21,1,0,0,0,0.954545455,0.045454545,0,0,0
ration,1,19,3,0,0,0,0.863636364,0.136363636,0,0,0
displease,3,2,20,0,0,0,0.090909091,0.909090909,0,0,0
reproach,2,19,3,0,0,0,0.863636364,0.136363636,0,0,0
announce,1,20,2,0,0,0,0.909090909,0.090909091,0,0,0
raglan,2,6,13,0,0,3,0.272727273,0.590909091,0,0,0.136363636
believe,1,20,2,0,0,0,0.909090909,0.090909091,0,0,0
racy,1,20,2,0,0,0,0.909090909,0.090909091,0,0,0
quittance,1,10,11,0,0,1,0.454545455,0.5,0,0,0.045454545
prewar,1,21,1,0,0,0,0.954545455,0.045454545,0,0,0
racquet,1,18,4,0,0,0,0.818181818,0.181818182,0,0,0
hammer,1,11,11,0,0,0,0.5,0.5,0,0,0
ranger,2,2,18,2,0,0,0.090909091,0.818181818,0.090909091,0,0
rampant,2,0,20,2,0,0,0,0.909090909,0.090909091,0,0
rejoice,1,22,0,0,0,0,1,0,0,0,0
rancid,2,0,21,1,0,0,0,0.954545455,0.045454545,0,0
ogre,1,19,1,0,0,2,0.863636364,0.045454545,0,0,0.090909091
leper,1,18,4,0,0,0,0.818181818,0.181818182,0,0,0
feather,1,18,4,0,0,0,0.818181818,0.181818182,0,0,0
rainstorm,3,0,22,0,0,0,0,1,0,0,0
rally,1,13,9,0,0,0,0.590909091,0.409090909,0,0,0
rajah,1,21,1,0,0,0,0.954545455,0.045454545,0,0,0
gambol,2,1,21,0,0,0,0.045454545,0.954545455,0,0,0
redound,1,20,1,0,0,1,0.909090909,0.045454545,0,0,0.045454545
fated,1,19,3,0,0,0,0.863636364,0.136363636,0,0,0
redskin,3,0,22,0,0,0,0,1,0,0,0
commerce,1,8,14,0,0,0,0.363636364,0.636363636,0,0,0
beaver,1,22,0,0,0,0,1,0,0,0,0
spaceship,2,6,16,0,0,0,0.272727273,0.727272727,0,0,0
tonal,1,16,6,0,0,0,0.727272727,0.272727273,0,0,0
recur,1,22,0,0,0,0,1,0,0,0,0
easel,1,15,7,0,0,0,0.681818182,0.318181818,0,0,0
regal,1,21,1,0,0,0,0.954545455,0.045454545,0,0,0
refuge,2,10,12,0,0,0,0.454545455,0.545454545,0,0,0
channel,1,13,9,0,0,0,0.590909091,0.409090909,0,0,0
tugboat,2,0,21,1,0,0,0,0.954545455,0.045454545,0,0
defunct,1,22,0,0,0,0,1,0,0,0,0
melee,1,20,1,0,0,1,0.909090909,0.045454545,0,0,0.045454545
chancel,2,0,18,2,0,2,0,0.818181818,0.090909091,0,0.090909091
reform,1,21,1,0,0,0,0.954545455,0.045454545,0,0,0
mellow,1,10,12,0,0,0,0.454545455,0.545454545,0,0,0
uplift,2,2,19,1,0,0,0.090909091,0.863636364,0.045454545,0,0
rebuff,1,22,0,0,0,0,1,0,0,0,0
rebound,1,22,0,0,0,0,1,0,0,0,0
recede,1,18,4,0,0,0,0.818181818,0.181818182,0,0,0
recant,1,22,0,0,0,0,1,0,0,0,0
menage,1,13,7,0,0,2,0.590909091,0.318181818,0,0,0.090909091
menfolk,2,0,22,0,0,0,0,1,0,0,0
beget,1,22,0,0,0,0,1,0,0,0,0
rebate,1,22,0,0,0,0,1,0,0,0,0
avid,1,20,2,0,0,0,0.909090909,0.090909091,0,0,0
chagrin,2,20,2,0,0,0,0.909090909,0.090909091,0,0,0
record,1,18,4,0,0,0,0.818181818,0.181818182,0,0,0
recoil,1,19,3,0,0,0,0.863636364,0.136363636,0,0,0
moraine,1,7,15,0,0,0,0.318181818,0.681818182,0,0,0
vortex,2,0,21,1,0,0,0,0.954545455,0.045454545,0,0
global,1,21,1,0,0,0,0.954545455,0.045454545,0,0,0
therefrom,3,0,21,0,1,0,0,0.954545455,0,0.045454545,0
recess,1,19,3,0,0,0,0.863636364,0.136363636,0,0,0
beehive,1,22,0,0,0,0,1,0,0,0,0
shortstop,4,0,2,20,0,0,0,0.090909091,0.909090909,0,0
mudguard,2,0,20,1,0,1,0,0.909090909,0.045454545,0,0.045454545
orris,1,5,17,0,0,0,0.227272727,0.772727273,0,0,0
organ,2,0,20,2,0,0,0,0.909090909,0.090909091,0,0
movie,1,19,3,0,0,0,0.863636364,0.136363636,0,0,0
outboard,2,2,20,0,0,0,0.090909091,0.909090909,0,0,0
ordure,2,0,20,1,0,1,0,0.909090909,0.045454545,0,0.045454545
callow,1,14,8,0,0,0,0.636363636,0.363636364,0,0,0
leeway,1,22,0,0,0,0,1,0,0,0,0
spirit,1,9,12,0,0,1,0.409090909,0.545454545,0,0,0.045454545
freehand,1,22,0,0,0,0,1,0,0,0,0
explore,4,2,7,13,0,0,0.090909091,0.318181818,0.590909091,0,0
elbow,2,1,21,0,0,0,0.045454545,0.954545455,0,0,0
flicker,1,16,6,0,0,0,0.727272727,0.272727273,0,0,0
landfall,3,0,3,19,0,0,0,0.136363636,0.863636364,0,0
outlay,2,0,21,1,0,0,0,0.954545455,0.045454545,0,0
mongrel,3,2,17,3,0,0,0.090909091,0.772727273,0.136363636,0,0
caitiff,1,20,2,0,0,0,0.909090909,0.090909091,0,0,0
caldron,3,0,19,3,0,0,0,0.863636364,0.136363636,0,0
tidy,1,22,0,0,0,0,1,0,0,0,0
insure,2,0,22,0,0,0,0,1,0,0,0
assail,1,20,1,0,0,1,0.909090909,0.045454545,0,0,0.045454545
mumble,2,0,22,0,0,0,0,1,0,0,0
mullet,1,8,14,0,0,0,0.363636364,0.636363636,0,0,0
campstool,4,0,1,20,1,0,0,0.045454545,0.909090909,0.045454545,0
problem,2,17,5,0,0,0,0.772727273,0.227272727,0,0,0
offshoot,2,1,21,0,0,0,0.045454545,0.954545455,0,0,0
offish,1,10,12,0,0,0,0.454545455,0.545454545,0,0,0
okay,1,22,0,0,0,0,1,0,0,0,0
ohmic,1,20,1,0,0,1,0.909090909,0.045454545,0,0,0.045454545
orange,1,3,17,0,0,2,0.136363636,0.772727273,0,0,0.090909091
savage,1,18,4,0,0,0,0.818181818,0.181818182,0,0,0
oppress,2,21,1,0,0,0,0.954545455,0.045454545,0,0,0
litter,1,14,8,0,0,0,0.636363636,0.363636364,0,0,0
castled,1,15,7,0,0,0,0.681818182,0.318181818,0,0,0
opine,1,21,0,0,0,1,0.954545455,0,0,0,0.045454545
onward,2,2,20,0,0,0,0.090909091,0.909090909,0,0,0
casket,2,3,16,3,0,0,0.136363636,0.727272727,0.136363636,0,0
opaque,1,21,1,0,0,0,0.954545455,0.045454545,0,0,0
porthole,3,1,7,14,0,0,0.045454545,0.318181818,0.636363636,0,0
cachet,1,13,7,0,0,2,0.590909091,0.318181818,0,0,0.090909091
tenor,1,11,11,0,0,0,0.5,0.5,0,0,0
palette,1,10,12,0,0,0,0.454545455,0.545454545,0,0,0
auger,1,21,1,0,0,0,0.954545455,0.045454545,0,0,0
paisley,2,9,13,0,0,0,0.409090909,0.590909091,0,0,0
satrap,2,17,1,0,0,4,0.772727273,0.045454545,0,0,0.181818182
cadre,2,10,12,0,0,0,0.454545455,0.545454545,0,0,0
quotient,1,21,1,0,0,0,0.954545455,0.045454545,0,0,0
siding,1,15,7,0,0,0,0.681818182,0.318181818,0,0,0
menu,2,3,19,0,0,0,0.136363636,0.863636364,0,0,0
pander,2,1,20,1,0,0,0.045454545,0.909090909,0.045454545,0,0
panda,2,1,19,2,0,0,0.045454545,0.863636364,0.090909091,0,0
caboose,1,21,1,0,0,0,0.954545455,0.045454545,0,0,0
plowboy,1,22,0,0,0,0,1,0,0,0,0
castrate,3,6,14,2,0,0,0.272727273,0.636363636,0.090909091,0,0
pamper,2,0,20,2,0,0,0,0.909090909,0.090909091,0,0
venal,1,18,4,0,0,0,0.818181818,0.181818182,0,0,0
atilt,1,22,0,0,0,0,1,0,0,0,0
mourning,2,0,18,4,0,0,0,0.818181818,0.181818182,0,0
storage,1,4,18,0,0,0,0.181818182,0.818181818,0,0,0
outside,2,3,19,0,0,0,0.136363636,0.863636364,0,0,0
python,1,20,2,0,0,0,0.909090909,0.090909091,0,0,0
prayerful,2,0,22,0,0,0,0,1,0,0,0
outset,2,1,21,0,0,0,0.045454545,0.954545455,0,0,0
outrage,2,1,21,0,0,0,0.045454545,0.954545455,0,0,0
outpost,2,0,22,0,0,0,0,1,0,0,0
muddle,1,13,9,0,0,0,0.590909091,0.409090909,0,0,0
retard,1,21,1,0,0,0,0.954545455,0.045454545,0,0,0
packet,1,13,9,0,0,0,0.590909091,0.409090909,0,0,0
scalpel,2,0,20,2,0,0,0,0.909090909,0.090909091,0,0
seemly,2,4,18,0,0,0,0.181818182,0.818181818,0,0,0
packer,1,16,6,0,0,0,0.727272727,0.272727273,0,0,0
ballast,1,10,10,0,0,2,0.454545455,0.454545455,0,0,0.090909091
ravage,1,14,8,0,0,0,0.636363636,0.363636364,0,0,0
ovum,1,19,3,0,0,0,0.863636364,0.136363636,0,0,0
cadet,1,22,0,0,0,0,1,0,0,0,0
oxen,2,5,14,3,0,0,0.227272727,0.636363636,0.136363636,0,0
mouthpiece,2,1,20,1,0,0,0.045454545,0.909090909,0.045454545,0,0
ninepins,2,1,21,0,0,0,0.045454545,0.954545455,0,0,0
errant,1,5,17,0,0,0,0.227272727,0.772727273,0,0,0
subvert,2,3,19,0,0,0,0.136363636,0.863636364,0,0,0
nadir,1,21,1,0,0,0,0.954545455,0.045454545,0,0,0
liven,1,14,8,0,0,0,0.636363636,0.363636364,0,0,0
nifty,2,1,21,0,0,0,0.045454545,0.954545455,0,0,0
carcass,2,0,21,1,0,0,0,0.954545455,0.045454545,0,0
needy,1,18,4,0,0,0,0.818181818,0.181818182,0,0,0
nameless,2,1,20,1,0,0,0.045454545,0.909090909,0.045454545,0,0
carboy,2,0,22,0,0,0,0,1,0,0,0
avast,1,21,1,0,0,0,0.954545455,0.045454545,0,0,0
squalid,1,14,8,0,0,0,0.636363636,0.363636364,0,0,0
nitwit,2,0,22,0,0,0,0,1,0,0,0
nonstop,3,0,22,0,0,0,0,1,0,0,0
party,2,0,22,0,0,0,0,1,0,0,0
nitrous,2,22,0,0,0,0,1,0,0,0,0
caption,2,1,20,1,0,0,0.045454545,0.909090909,0.045454545,0,0
nineteen,2,2,19,1,0,0,0.090909091,0.863636364,0.045454545,0,0
captain,2,3,18,1,0,0,0.136363636,0.818181818,0.045454545,0,0
ninny,1,17,5,0,0,0,0.772727273,0.227272727,0,0,0
nasal,1,18,4,0,0,0,0.818181818,0.181818182,0,0,0
label,1,21,1,0,0,0,0.954545455,0.045454545,0,0,0
narwhal,2,1,21,0,0,0,0.045454545,0.954545455,0,0,0
needless,2,2,19,0,0,1,0.090909091,0.863636364,0,0,0.045454545
neckband,2,1,21,0,0,0,0.045454545,0.954545455,0,0,0
dissent,1,14,8,0,0,0,0.636363636,0.363636364,0,0,0
pagan,1,19,3,0,0,0,0.863636364,0.136363636,0,0,0
nazi,2,10,11,1,0,0,0.454545455,0.5,0.045454545,0,0
navy,1,20,2,0,0,0,0.909090909,0.090909091,0,0,0
newsy,1,19,3,0,0,0,0.863636364,0.136363636,0,0,0
topple,1,11,11,0,0,0,0.5,0.5,0,0,0
oodles,1,17,5,0,0,0,0.772727273,0.227272727,0,0,0
carriage,1,5,17,0,0,0,0.227272727,0.772727273,0,0,0
smoulder,2,0,20,2,0,0,0,0.909090909,0.090909091,0,0
neuter,1,21,1,0,0,0,0.954545455,0.045454545,0,0,0
netting,1,10,12,0,0,0,0.454545455,0.545454545,0,0,0
carnage,2,0,13,9,0,0,0,0.590909091,0.409090909,0,0
penthouse,3,0,4,18,0,0,0,0.181818182,0.818181818,0,0
radish,1,18,4,0,0,0,0.818181818,0.181818182,0,0,0
sojourn,1,22,0,0,0,0,1,0,0,0,0
cannon,1,8,14,0,0,0,0.363636364,0.636363636,0,0,0
tuba,1,21,1,0,0,0,0.954545455,0.045454545,0,0,0
oblige,2,18,3,1,0,0,0.818181818,0.136363636,0.045454545,0,0
nylon,1,22,0,0,0,0,1,0,0,0,0
tabby,1,14,8,0,0,0,0.636363636,0.363636364,0,0,0
novel,1,19,3,0,0,0,0.863636364,0.136363636,0,0,0
nuzzle,1,17,5,0,0,0,0.772727273,0.227272727,0,0,0
brittle,1,15,7,0,0,0,0.681818182,0.318181818,0,0,0
office,1,19,3,0,0,0,0.863636364,0.136363636,0,0,0
veiling,1,10,12,0,0,0,0.454545455,0.545454545,0,0,0
candle,2,2,19,1,0,0,0.090909091,0.863636364,0.045454545,0,0
mumu,1,21,1,0,0,0,0.954545455,0.045454545,0,0,0
odor,1,20,2,0,0,0,0.909090909,0.090909091,0,0,0
muscle,1,16,5,0,0,1,0.727272727,0.227272727,0,0,0.045454545
mordant,2,0,20,0,0,2,0,0.909090909,0,0,0.090909091
obscene,2,3,18,1,0,0,0.136363636,0.818181818,0.045454545,0,0
occult,1,20,2,0,0,0,0.909090909,0.090909091,0,0,0
obtuse,2,0,22,0,0,0,0,1,0,0,0
subside,2,0,22,0,0,0,0,1,0,0,0
pastor,2,13,7,2,0,0,0.590909091,0.318181818,0.090909091,0,0
nova,1,19,3,0,0,0,0.863636364,0.136363636,0,0,0
cartage,2,0,19,3,0,0,0,0.863636364,0.136363636,0,0
nothing,1,16,6,0,0,0,0.727272727,0.272727273,0,0,0
seaplane,2,20,1,1,0,0,0.909090909,0.045454545,0.045454545,0,0
capsize,2,0,21,1,0,0,0,0.954545455,0.045454545,0,0
gainsay,2,0,20,0,0,2,0,0.909090909,0,0,0.090909091
noted,1,17,5,0,0,0,0.772727273,0.227272727,0,0,0
numskull,3,0,22,0,0,0,0,1,0,0,0
noodle,1,20,2,0,0,0,0.909090909,0.090909091,0,0,0
nugget,1,18,4,0,0,0,0.818181818,0.181818182,0,0,0
cascade,2,6,16,0,0,0,0.272727273,0.727272727,0,0,0
tattle,1,14,8,0,0,0,0.636363636,0.363636364,0,0,0
ballad,1,11,11,0,0,0,0.5,0.5,0,0,0
mutton,1,12,10,0,0,0,0.545454545,0.454545455,0,0,0
cartel,2,0,21,1,0,0,0,0.954545455,0.045454545,0,0
warbler,3,0,18,3,0,1,0,0.818181818,0.136363636,0,0.045454545
canto,2,0,19,1,0,2,0,0.863636364,0.045454545,0,0.090909091
ally,1,4,17,0,0,1,0.181818182,0.772727273,0,0,0.045454545
soccer,1,18,4,0,0,0,0.818181818,0.181818182,0,0,0
pistil,2,5,13,4,0,0,0.227272727,0.590909091,0.181818182,0,0
hangdog,2,1,20,0,0,1,0.045454545,0.909090909,0,0,0.045454545
canal,1,19,2,0,0,1,0.863636364,0.090909091,0,0,0.045454545
pimple,2,0,18,4,0,0,0,0.818181818,0.181818182,0,0
pigeon,1,18,4,0,0,0,0.818181818,0.181818182,0,0,0
herdsman,4,0,2,1,19,0,0,0.090909091,0.045454545,0.863636364,0
seven,1,15,7,0,0,0,0.681818182,0.318181818,0,0,0
booty,1,18,4,0,0,0,0.818181818,0.181818182,0,0,0
placard,1,14,8,0,0,0,0.636363636,0.363636364,0,0,0
molar,1,17,5,0,0,0,0.772727273,0.227272727,0,0,0
model,1,21,1,0,0,0,0.954545455,0.045454545,0,0,0
placate,1,21,1,0,0,0,0.954545455,0.045454545,0,0,0
bowman,1,21,1,0,0,0,0.954545455,0.045454545,0,0,0
pitfall,2,0,22,0,0,0,0,1,0,0,0
slender,2,0,18,4,0,0,0,0.818181818,0.181818182,0,0
pity,1,19,3,0,0,0,0.863636364,0.136363636,0,0,0
bowstring,3,20,0,2,0,0,0.909090909,0,0.090909091,0,0
picture,2,2,17,3,0,0,0.090909091,0.772727273,0.136363636,0,0
picnic,2,1,21,0,0,0,0.045454545,0.954545455,0,0,0
piecemeal,2,2,20,0,0,0,0.090909091,0.909090909,0,0,0
foulmouthed,2,0,21,1,0,0,0,0.954545455,0.045454545,0,0
brilliant,2,2,20,0,0,0,0.090909091,0.909090909,0,0,0
sorrel,1,6,16,0,0,0,0.272727273,0.727272727,0,0,0
phylum,1,22,0,0,0,0,1,0,0,0,0
carmine,2,0,21,0,0,1,0,0.954545455,0,0,0.045454545
pickaxe,1,5,16,0,0,1,0.227272727,0.727272727,0,0,0.045454545
pilot,1,22,0,0,0,0,1,0,0,0,0
pilgrim,3,0,22,0,0,0,0,1,0,0,0
monarch,1,10,12,0,0,0,0.454545455,0.545454545,0,0,0
pillar,1,12,10,0,0,0,0.545454545,0.454545455,0,0,0
musette,1,19,2,0,0,1,0.863636364,0.090909091,0,0,0.045454545
bauble,1,20,2,0,0,0,0.909090909,0.090909091,0,0,0
booby,1,15,7,0,0,0,0.681818182,0.318181818,0,0,0
upstate,3,1,19,2,0,0,0.045454545,0.863636364,0.090909091,0,0
catwalk,2,1,21,0,0,0,0.045454545,0.954545455,0,0,0
breakfast,2,0,21,1,0,0,0,0.954545455,0.045454545,0,0
polar,1,18,4,0,0,0,0.818181818,0.181818182,0,0,0
pokey,1,18,4,0,0,0,0.818181818,0.181818182,0,0,0
mecca,1,13,9,0,0,0,0.590909091,0.409090909,0,0,0
caution,1,22,0,0,0,0,1,0,0,0,0
misuse,1,4,18,0,0,0,0.181818182,0.818181818,0,0,0
defend,1,21,1,0,0,0,0.954545455,0.045454545,0,0,0
platter,1,18,4,0,0,0,0.818181818,0.181818182,0,0,0
holdup,2,0,7,15,0,0,0,0.318181818,0.681818182,0,0
weeny,1,19,3,0,0,0,0.863636364,0.136363636,0,0,0
