Word,# of Medial Consonants,# of .C*,# of C.*,# of CC.*,# of CCC.*,# of ?,prop. of .C*,prop. of C.*,prop. of CC.*,prop. of CCC.*,prop. of ?
fiber,1,21,1,0,0,0,0.954545455,0.045454545,0,0,0
grommet,1,14,8,0,0,0,0.636363636,0.363636364,0,0,0
polo,1,21,1,0,0,0,0.954545455,0.045454545,0,0,0
scavenge,1,17,5,0,0,0,0.772727273,0.227272727,0,0,0
pompous,2,2,18,2,0,0,0.090909091,0.818181818,0.090909091,0,0
tussle,1,10,12,0,0,0,0.454545455,0.545454545,0,0,0
abaft,1,20,2,0,0,0,0.909090909,0.090909091,0,0,0
traduce,1,19,3,0,0,0,0.863636364,0.136363636,0,0,0
cavern,1,19,3,0,0,0,0.863636364,0.136363636,0,0,0
pollster,3,0,20,1,0,1,0,0.909090909,0.045454545,0,0.045454545
above,1,21,1,0,0,0,0.954545455,0.045454545,0,0,0
pinnate,1,11,10,0,0,1,0.5,0.454545455,0,0,0.045454545
poncho,2,2,19,1,0,0,0.090909091,0.863636364,0.045454545,0,0
plating,1,19,3,0,0,0,0.863636364,0.136363636,0,0,0
plasma,2,3,19,0,0,0,0.136363636,0.863636364,0,0,0
bouquet,1,21,1,0,0,0,0.954545455,0.045454545,0,0,0
adjourn,1,20,2,0,0,0,0.909090909,0.090909091,0,0,0
plankton,3,1,3,17,1,0,0.045454545,0.136363636,0.772727273,0.045454545,0
modal,1,19,3,0,0,0,0.863636364,0.136363636,0,0,0
pointed,2,0,18,4,0,0,0,0.818181818,0.181818182,0,0
pocket,1,18,4,0,0,0,0.818181818,0.181818182,0,0,0
laddie,1,17,5,0,0,0,0.772727273,0.227272727,0,0,0
pogrom,2,17,5,0,0,0,0.772727273,0.227272727,0,0,0
mitre,1,14,6,0,0,2,0.636363636,0.272727273,0,0,0.090909091
extreme,4,0,11,9,2,0,0,0.5,0.409090909,0.090909091,0
notion,1,18,4,0,0,0,0.818181818,0.181818182,0,0,0
trillion,2,0,19,3,0,0,0,0.863636364,0.136363636,0,0
plummet,1,18,4,0,0,0,0.818181818,0.181818182,0,0,0
assign,1,18,4,0,0,0,0.818181818,0.181818182,0,0,0
patent,1,13,9,0,0,0,0.590909091,0.409090909,0,0,0
pastern,2,4,15,3,0,0,0.181818182,0.681818182,0.136363636,0,0
pasteboard,3,1,1,20,0,0,0.045454545,0.045454545,0.909090909,0,0
pastry,3,14,7,1,0,0,0.636363636,0.318181818,0.045454545,0,0
bottom,1,16,6,0,0,0,0.727272727,0.272727273,0,0,0
pasta,2,16,6,0,0,0,0.727272727,0.272727273,0,0,0
bursar,2,0,18,2,0,2,0,0.818181818,0.090909091,0,0.090909091
mother,1,19,3,0,0,0,0.863636364,0.136363636,0,0,0
bursa,2,0,20,1,0,1,0,0.909090909,0.045454545,0,0.045454545
gourmet,2,1,19,2,0,0,0.045454545,0.863636364,0.090909091,0,0
brutal,1,17,5,0,0,0,0.772727273,0.227272727,0,0,0
baptist,2,0,22,0,0,0,0,1,0,0,0
hoodoo,1,22,0,0,0,0,1,0,0,0,0
bureau,1,5,17,0,0,0,0.227272727,0.772727273,0,0,0
morale,1,6,16,0,0,0,0.272727273,0.727272727,0,0,0
kismet,2,0,21,0,0,1,0,0.954545455,0,0,0.045454545
madame,1,22,0,0,0,0,1,0,0,0,0
muzzle,1,16,6,0,0,0,0.727272727,0.272727273,0,0,0
revile,1,20,2,0,0,0,0.909090909,0.090909091,0,0,0
nickname,2,0,22,0,0,0,0,1,0,0,0
papist,1,18,4,0,0,0,0.818181818,0.181818182,0,0,0
motor,1,21,1,0,0,0,0.954545455,0.045454545,0,0,0
catbird,2,0,22,0,0,0,0,1,0,0,0
pardon,2,1,21,0,0,0,0.045454545,0.954545455,0,0,0
swivel,1,14,8,0,0,0,0.636363636,0.363636364,0,0,0
miscount,2,1,21,0,0,0,0.045454545,0.954545455,0,0,0
forbear,2,0,22,0,0,0,0,1,0,0,0
duma,1,21,1,0,0,0,0.954545455,0.045454545,0,0,0
purblind,3,0,20,2,0,0,0,0.909090909,0.090909091,0,0
moron,1,9,13,0,0,0,0.409090909,0.590909091,0,0,0
passbook,2,0,22,0,0,0,0,1,0,0,0
partner,3,0,3,19,0,0,0,0.136363636,0.863636364,0,0
catchy,1,10,12,0,0,0,0.454545455,0.545454545,0,0,0
passel,1,15,7,0,0,0,0.681818182,0.318181818,0,0,0
parting,2,0,19,3,0,0,0,0.863636364,0.136363636,0,0
button,1,18,4,0,0,0,0.818181818,0.181818182,0,0,0
section,2,2,20,0,0,0,0.090909091,0.909090909,0,0,0
vulgar,2,0,21,1,0,0,0,0.954545455,0.045454545,0,0
partake,2,0,22,0,0,0,0,1,0,0,0
bubble,1,19,3,0,0,0,0.863636364,0.136363636,0,0,0
mammoth,1,13,9,0,0,0,0.590909091,0.409090909,0,0,0
likely,2,7,15,0,0,0,0.318181818,0.681818182,0,0,0
pester,2,10,12,0,0,0,0.454545455,0.545454545,0,0,0
peruse,1,10,11,0,0,1,0.454545455,0.5,0,0,0.045454545
persuade,3,0,21,1,0,0,0,0.954545455,0.045454545,0,0
penny,1,14,8,0,0,0,0.636363636,0.363636364,0,0,0
peruke,1,10,12,0,0,0,0.454545455,0.545454545,0,0,0
woken,1,22,0,0,0,0,1,0,0,0,0
wager,1,20,2,0,0,0,0.909090909,0.090909091,0,0,0
monsieur,2,15,6,0,0,1,0.681818182,0.272727273,0,0,0.045454545
pharynx,1,7,14,0,0,1,0.318181818,0.636363636,0,0,0.045454545
catty,1,17,4,0,0,1,0.772727273,0.181818182,0,0,0.045454545
monkshood,4,0,4,12,5,1,0,0.181818182,0.545454545,0.227272727,0.045454545
pfennig,1,14,7,0,0,1,0.636363636,0.318181818,0,0,0.045454545
visage,1,8,14,0,0,0,0.363636364,0.636363636,0,0,0
onrush,2,0,22,0,0,0,0,1,0,0,0
petty,1,15,6,0,0,1,0.681818182,0.272727273,0,0,0.045454545
petrol,2,18,4,0,0,0,0.818181818,0.181818182,0,0,0
buffoon,1,21,1,0,0,0,0.954545455,0.045454545,0,0,0
fumble,2,0,22,0,0,0,0,1,0,0,0
pennant,1,12,10,0,0,0,0.545454545,0.454545455,0,0,0
closure,1,19,3,0,0,0,0.863636364,0.136363636,0,0,0
bullet,1,10,12,0,0,0,0.454545455,0.545454545,0,0,0
bunker,2,3,17,2,0,0,0.136363636,0.772727273,0.090909091,0,0
theory,1,9,13,0,0,0,0.409090909,0.590909091,0,0,0
peevish,1,15,7,0,0,0,0.681818182,0.318181818,0,0,0
peephole,2,3,19,0,0,0,0.136363636,0.863636364,0,0,0
amain,1,21,1,0,0,0,0.954545455,0.045454545,0,0,0
perhaps,2,1,21,0,0,0,0.045454545,0.954545455,0,0,0
ourselves,2,0,22,0,0,0,0,1,0,0,0
perplex,3,0,22,0,0,0,0,1,0,0,0
budget,1,13,9,0,0,0,0.590909091,0.409090909,0,0,0
pepper,1,15,7,0,0,0,0.681818182,0.318181818,0,0,0
moppet,1,16,5,0,0,1,0.727272727,0.227272727,0,0,0.045454545
servant,2,0,18,4,0,0,0,0.818181818,0.181818182,0,0
people,1,21,1,0,0,0,0.954545455,0.045454545,0,0,0
premed,1,22,0,0,0,0,1,0,0,0,0
tureen,1,13,9,0,0,0,0.590909091,0.409090909,0,0,0
buxom,2,4,11,6,0,1,0.181818182,0.5,0.272727273,0,0.045454545
patroon,2,18,1,2,0,1,0.818181818,0.045454545,0.090909091,0,0.045454545
ailment,2,0,22,0,0,0,0,1,0,0,0
turnkey,3,0,3,19,0,0,0,0.136363636,0.863636364,0,0
turkey,2,0,20,2,0,0,0,0.909090909,0.090909091,0,0
pharaoh,1,12,10,0,0,0,0.545454545,0.454545455,0,0,0
soften,1,17,5,0,0,0,0.772727273,0.227272727,0,0,0
tunnel,1,15,7,0,0,0,0.681818182,0.318181818,0,0,0
discourse,2,1,20,1,0,0,0.045454545,0.909090909,0.045454545,0,0
wrongly,2,2,19,1,0,0,0.090909091,0.863636364,0.045454545,0,0
twinkle,2,0,18,4,0,0,0,0.818181818,0.181818182,0,0
agog,1,20,2,0,0,0,0.909090909,0.090909091,0,0,0
rampage,2,2,16,4,0,0,0.090909091,0.727272727,0.181818182,0,0
vagrant,2,18,4,0,0,0,0.818181818,0.181818182,0,0,0
despair,2,15,7,0,0,0,0.681818182,0.318181818,0,0,0
agleam,2,19,3,0,0,0,0.863636364,0.136363636,0,0,0
turtle,2,0,21,1,0,0,0,0.954545455,0.045454545,0,0
ahoy,1,21,1,0,0,0,0.954545455,0.045454545,0,0,0
alit,1,22,0,0,0,0,1,0,0,0,0
junior,2,7,15,0,0,0,0.318181818,0.681818182,0,0,0
hackney,2,1,21,0,0,0,0.045454545,0.954545455,0,0,0
wildwood,3,0,3,19,0,0,0,0.136363636,0.863636364,0,0
triplet,2,2,20,0,0,0,0.090909091,0.909090909,0,0,0
curry,1,1,21,0,0,0,0.045454545,0.954545455,0,0,0
indoors,2,0,22,0,0,0,0,1,0,0,0
trisect,1,20,2,0,0,0,0.909090909,0.090909091,0,0,0
tripod,1,22,0,0,0,0,1,0,0,0,0
dacha,1,16,5,0,0,1,0.727272727,0.227272727,0,0,0.045454545
trickle,1,11,11,0,0,0,0.5,0.5,0,0,0
alert,1,21,1,0,0,0,0.954545455,0.045454545,0,0,0
poplin,2,6,16,0,0,0,0.272727273,0.727272727,0,0,0
trigger,1,13,9,0,0,0,0.590909091,0.409090909,0,0,0
truncate,2,0,22,0,0,0,0,1,0,0,0
further,2,0,20,2,0,0,0,0.909090909,0.090909091,0,0
alee,1,22,0,0,0,0,1,0,0,0,0
urchin,2,0,20,2,0,0,0,0.909090909,0.090909091,0,0
oblique,2,18,3,1,0,0,0.818181818,0.136363636,0.045454545,0,0
trustful,3,1,0,21,0,0,0.045454545,0,0.954545455,0,0
frigid,1,17,5,0,0,0,0.772727273,0.227272727,0,0,0
trombone,2,0,22,0,0,0,0,1,0,0,0
truffle,1,16,6,0,0,0,0.727272727,0.272727273,0,0,0
speedway,2,2,20,0,0,0,0.090909091,0.909090909,0,0,0
album,2,0,22,0,0,0,0,1,0,0,0
afford,1,22,0,0,0,0,1,0,0,0,0
bestial,2,11,8,0,0,3,0.5,0.363636364,0,0,0.136363636
imprint,3,0,22,0,0,0,0,1,0,0,0
valence,1,16,6,0,0,0,0.727272727,0.272727273,0,0,0
valance,1,12,10,0,0,0,0.545454545,0.454545455,0,0,0
outreach,2,0,21,1,0,0,0,0.954545455,0.045454545,0,0
dingle,2,0,20,2,0,0,0,0.909090909,0.090909091,0,0
vacant,1,21,1,0,0,0,0.954545455,0.045454545,0,0,0
spindle,2,1,18,3,0,0,0.045454545,0.818181818,0.136363636,0,0
payment,1,22,0,0,0,0,1,0,0,0,0
vantage,2,0,21,1,0,0,0,0.954545455,0.045454545,0,0
vanquish,3,0,20,2,0,0,0,0.909090909,0.090909091,0,0
valley,1,11,11,0,0,0,0.5,0.5,0,0,0
whiten,1,17,5,0,0,0,0.772727273,0.227272727,0,0,0
retrieve,2,22,0,0,0,0,1,0,0,0,0
vapid,1,17,5,0,0,0,0.772727273,0.227272727,0,0,0
valise,1,16,5,0,0,1,0.727272727,0.227272727,0,0,0.045454545
afflict,2,21,1,0,0,0,0.954545455,0.045454545,0,0,0
malice,1,6,16,0,0,0,0.272727273,0.727272727,0,0,0
affair,1,20,2,0,0,0,0.909090909,0.090909091,0,0,0
drivel,1,15,7,0,0,0,0.681818182,0.318181818,0,0,0
trustee,2,11,7,4,0,0,0.5,0.318181818,0.181818182,0,0
incur,2,0,20,2,0,0,0,0.909090909,0.090909091,0,0
standard,2,1,17,4,0,0,0.045454545,0.772727273,0.181818182,0,0
afoul,1,21,1,0,0,0,0.954545455,0.045454545,0,0,0
uphill,2,1,21,0,0,0,0.045454545,0.954545455,0,0,0
upgrade,3,1,21,0,0,0,0.045454545,0.954545455,0,0,0
umpire,2,1,16,5,0,0,0.045454545,0.727272727,0.227272727,0,0
umber,2,0,22,0,0,0,0,1,0,0,0
against,1,22,0,0,0,0,1,0,0,0,0
unjust,2,2,19,1,0,0,0.090909091,0.863636364,0.045454545,0,0
pipeline,2,4,18,0,0,0,0.181818182,0.818181818,0,0,0
homeroom,2,1,21,0,0,0,0.045454545,0.954545455,0,0,0
upswing,3,1,21,0,0,0,0.045454545,0.954545455,0,0,0
convey,2,0,22,0,0,0,0,1,0,0,0
depress,2,20,2,0,0,0,0.909090909,0.090909091,0,0,0
urbane,2,0,22,0,0,0,0,1,0,0,0
certain,2,0,20,2,0,0,0,0.909090909,0.090909091,0,0
groundling,3,0,4,18,0,0,0,0.181818182,0.818181818,0,0
upon,1,14,8,0,0,0,0.636363636,0.363636364,0,0,0
armhole,3,0,1,20,1,0,0,0.045454545,0.909090909,0.045454545,0
bridal,1,18,4,0,0,0,0.818181818,0.181818182,0,0,0
upstairs,3,0,20,2,0,0,0,0.909090909,0.090909091,0,0
rumple,2,0,20,2,0,0,0,0.909090909,0.090909091,0,0
abrupt,2,14,5,3,0,0,0.636363636,0.227272727,0.136363636,0,0
tinder,2,0,22,0,0,0,0,1,0,0,0
tirade,1,22,0,0,0,0,1,0,0,0,0
misjudge,2,0,21,1,0,0,0,0.954545455,0.045454545,0,0
although,2,1,21,0,0,0,0.045454545,0.954545455,0,0,0
tincture,3,0,7,13,1,1,0,0.318181818,0.590909091,0.045454545,0.045454545
piling,1,18,4,0,0,0,0.818181818,0.181818182,0,0,0
tinny,1,14,7,0,0,1,0.636363636,0.318181818,0,0,0.045454545
hydrate,2,21,1,0,0,0,0.954545455,0.045454545,0,0,0
wartime,2,0,22,0,0,0,0,1,0,0,0
aloud,1,20,2,0,0,0,0.909090909,0.090909091,0,0,0
magnate,2,2,20,0,0,0,0.090909091,0.909090909,0,0,0
titan,1,19,3,0,0,0,0.863636364,0.136363636,0,0,0
panache,1,15,6,0,0,1,0.681818182,0.272727273,0,0,0.045454545
lucre,1,19,3,0,0,0,0.863636364,0.136363636,0,0,0
token,1,18,4,0,0,0,0.818181818,0.181818182,0,0,0
turban,2,0,18,4,0,0,0,0.818181818,0.181818182,0,0
tireless,2,1,21,0,0,0,0.045454545,0.954545455,0,0,0
toady,1,16,5,0,0,1,0.727272727,0.227272727,0,0,0.045454545
tittle,1,18,4,0,0,0,0.818181818,0.181818182,0,0,0
forging,2,0,19,3,0,0,0,0.863636364,0.136363636,0,0
thinner,1,9,13,0,0,0,0.409090909,0.590909091,0,0,0
thimble,2,0,21,1,0,0,0,0.954545455,0.045454545,0,0
amour,1,21,1,0,0,0,0.954545455,0.045454545,0,0,0
varlet,2,0,21,0,0,1,0,0.954545455,0,0,0.045454545
thirty,2,0,21,1,0,0,0,0.954545455,0.045454545,0,0
puncture,3,0,5,17,0,0,0,0.227272727,0.772727273,0,0
reckless,2,5,17,0,0,0,0.227272727,0.772727273,0,0,0
therefore,2,0,21,1,0,0,0,0.954545455,0.045454545,0,0
asphalt,2,0,21,1,0,0,0,0.954545455,0.045454545,0,0
among,1,22,0,0,0,0,1,0,0,0,0
prorate,1,20,2,0,0,0,0.909090909,0.090909091,0,0,0
tiller,1,10,12,0,0,0,0.454545455,0.545454545,0,0,0
cackle,1,14,8,0,0,0,0.636363636,0.363636364,0,0,0
graybeard,1,22,0,0,0,0,1,0,0,0,0
amber,2,2,20,0,0,0,0.090909091,0.909090909,0,0,0
ambush,2,0,22,0,0,0,0,1,0,0,0
guppy,1,14,7,0,0,1,0.636363636,0.318181818,0,0,0.045454545
threshold,2,4,17,1,0,0,0.181818182,0.772727273,0.045454545,0,0
threefold,1,22,0,0,0,0,1,0,0,0,0
tidings,1,19,3,0,0,0,0.863636364,0.136363636,0,0,0
putty,1,20,2,0,0,0,0.909090909,0.090909091,0,0,0
wrestling,2,7,14,1,0,0,0.318181818,0.636363636,0.045454545,0,0
mouthpart,2,0,22,0,0,0,0,1,0,0,0
transcribe,4,1,13,7,1,0,0.045454545,0.590909091,0.318181818,0.045454545,0
awning,1,11,11,0,0,0,0.5,0.5,0,0,0
transship,2,0,20,1,0,1,0,0.909090909,0.045454545,0,0.045454545
transpose,3,0,6,16,0,0,0,0.272727273,0.727272727,0,0
pillow,1,11,11,0,0,0,0.5,0.5,0,0,0
traitor,1,19,3,0,0,0,0.863636364,0.136363636,0,0,0
transom,2,0,18,4,0,0,0,0.818181818,0.181818182,0,0
transfix,3,0,4,18,0,0,0,0.181818182,0.818181818,0,0
inward,2,0,22,0,0,0,0,1,0,0,0
veneer,1,18,4,0,0,0,0.818181818,0.181818182,0,0,0
untold,2,0,22,0,0,0,0,1,0,0,0
travel,1,16,5,0,0,1,0.727272727,0.227272727,0,0,0.045454545
fennel,1,11,10,0,0,1,0.5,0.454545455,0,0,0.045454545
infirm,2,0,21,0,0,1,0,0.954545455,0,0,0.045454545
piston,2,3,15,4,0,0,0.136363636,0.681818182,0.181818182,0,0
alive,1,21,1,0,0,0,0.954545455,0.045454545,0,0,0
fountain,2,1,20,1,0,0,0.045454545,0.909090909,0.045454545,0,0
treadle,1,15,7,0,0,0,0.681818182,0.318181818,0,0,0
latex,1,21,1,0,0,0,0.954545455,0.045454545,0,0,0
traverse,1,17,5,0,0,0,0.772727273,0.227272727,0,0,0
future,1,22,0,0,0,0,1,0,0,0,0
topcoat,2,2,20,0,0,0,0.090909091,0.909090909,0,0,0
palfrey,3,1,19,1,1,0,0.045454545,0.863636364,0.045454545,0.045454545,0
tawdry,2,17,5,0,0,0,0.772727273,0.227272727,0,0,0
torpor,2,0,22,0,0,0,0,1,0,0,0
torpid,2,0,20,2,0,0,0,0.909090909,0.090909091,0,0
kerchief,2,0,21,1,0,0,0,0.954545455,0.045454545,0,0
befall,1,19,2,0,0,1,0.863636364,0.090909091,0,0,0.045454545
topaz,1,21,1,0,0,0,0.954545455,0.045454545,0,0,0
forecast,2,0,22,0,0,0,0,1,0,0,0
tonsure,2,0,22,0,0,0,0,1,0,0,0
townsman,3,0,2,20,0,0,0,0.090909091,0.909090909,0,0
crusade,1,20,2,0,0,0,0.909090909,0.090909091,0,0,0
touchstone,3,2,18,2,0,0,0.090909091,0.818181818,0.090909091,0,0
pollock,1,12,10,0,0,0,0.545454545,0.454545455,0,0,0
lifeboat,2,0,22,0,0,0,0,1,0,0,0
towpath,1,22,0,0,0,0,1,0,0,0,0
allure,1,17,5,0,0,0,0.772727273,0.227272727,0,0,0
exchange,3,1,3,17,1,0,0.045454545,0.136363636,0.772727273,0.045454545,0
stranger,2,0,15,7,0,0,0,0.681818182,0.318181818,0,0
tourist,1,9,13,0,0,0,0.409090909,0.590909091,0,0,0
touchy,1,13,9,0,0,0,0.590909091,0.409090909,0,0,0
winding,2,0,18,4,0,0,0,0.818181818,0.181818182,0,0
windfall,3,0,5,17,0,0,0,0.227272727,0.772727273,0,0
willful,2,0,22,0,0,0,0,1,0,0,0
windrow,3,0,19,0,1,2,0,0.863636364,0,0.045454545,0.090909091
window,2,1,20,1,0,0,0.045454545,0.909090909,0.045454545,0,0
splinter,2,0,17,5,0,0,0,0.772727273,0.227272727,0,0
console,2,0,22,0,0,0,0,1,0,0,0
wildfire,3,0,1,21,0,0,0,0.045454545,0.954545455,0,0
wimple,2,1,15,6,0,0,0.045454545,0.681818182,0.272727273,0,0
calling,1,8,14,0,0,0,0.363636364,0.636363636,0,0,0
moire,1,12,8,0,0,2,0.545454545,0.363636364,0,0,0.090909091
absorb,2,1,21,0,0,0,0.045454545,0.954545455,0,0,0
withal,1,5,17,0,0,0,0.227272727,0.772727273,0,0,0
spheroid,1,7,14,0,0,1,0.318181818,0.636363636,0,0,0.045454545
depart,1,21,1,0,0,0,0.954545455,0.045454545,0,0,0
awhile,1,21,1,0,0,0,0.954545455,0.045454545,0,0,0
absinthe,2,0,20,2,0,0,0,0.909090909,0.090909091,0,0
wingspan,3,0,22,0,0,0,0,1,0,0,0
abstain,3,1,21,0,0,0,0.045454545,0.954545455,0,0,0
wistful,3,1,1,20,0,0,0.045454545,0.045454545,0.909090909,0,0
wintry,3,0,17,2,3,0,0,0.772727273,0.090909091,0.136363636,0
winsome,2,0,21,1,0,0,0,0.954545455,0.045454545,0,0
whipsaw,2,3,17,2,0,0,0.136363636,0.772727273,0.090909091,0,0
duffer,1,18,4,0,0,0,0.818181818,0.181818182,0,0,0
lazy,1,20,2,0,0,0,0.909090909,0.090909091,0,0,0
whiteness,2,2,19,0,0,1,0.090909091,0.863636364,0,0,0.045454545
whitebait,2,0,22,0,0,0,0,1,0,0,0
whisker,2,2,16,4,0,0,0.090909091,0.727272727,0.181818182,0,0
deprive,2,18,3,1,0,0,0.818181818,0.136363636,0.045454545,0,0
invoke,2,0,22,0,0,0,0,1,0,0,0
whicker,1,16,6,0,0,0,0.727272727,0.272727273,0,0,0
abbe,1,14,5,0,0,3,0.636363636,0.227272727,0,0,0.136363636
wherewith,2,0,21,1,0,0,0,0.954545455,0.045454545,0,0
handmade,3,0,1,21,0,0,0,0.045454545,0.954545455,0,0
abyss,1,20,2,0,0,0,0.909090909,0.090909091,0,0,0
whittle,1,13,9,0,0,0,0.590909091,0.409090909,0,0,0
culprit,3,0,20,2,0,0,0,0.909090909,0.090909091,0,0
wifehood,2,2,19,1,0,0,0.090909091,0.863636364,0.045454545,0,0
widespread,4,1,21,0,0,0,0.045454545,0.954545455,0,0,0
papaw,1,19,2,0,0,1,0.863636364,0.090909091,0,0,0.045454545
whiting,1,11,11,0,0,0,0.5,0.5,0,0,0
accede,2,1,20,1,0,0,0.045454545,0.909090909,0.045454545,0,0
vital,1,19,3,0,0,0,0.863636364,0.136363636,0,0,0
pattern,1,17,5,0,0,0,0.772727273,0.227272727,0,0,0
guardroom,3,1,4,17,0,0,0.045454545,0.181818182,0.772727273,0,0
yahoo,1,21,1,0,0,0,0.954545455,0.045454545,0,0,0
dotage,1,17,5,0,0,0,0.772727273,0.227272727,0,0,0
yogi,1,21,1,0,0,0,0.954545455,0.045454545,0,0,0
yoghurt,1,21,1,0,0,0,0.954545455,0.045454545,0,0,0
apprize,2,20,2,0,0,0,0.909090909,0.090909091,0,0,0
gadget,1,17,5,0,0,0,0.772727273,0.227272727,0,0,0
abbey,1,18,4,0,0,0,0.818181818,0.181818182,0,0,0
yearling,2,0,22,0,0,0,0,1,0,0,0
transit,2,0,17,5,0,0,0,0.772727273,0.227272727,0,0
cautious,1,21,1,0,0,0,0.954545455,0.045454545,0,0,0
popcorn,2,0,22,0,0,0,0,1,0,0,0
zany,1,17,5,0,0,0,0.772727273,0.227272727,0,0,0
zwieback,1,19,1,0,0,2,0.863636364,0.045454545,0,0,0.090909091
zonal,1,17,5,0,0,0,0.772727273,0.227272727,0,0,0
pidgin,1,13,9,0,0,0,0.590909091,0.409090909,0,0,0
yucca,1,17,5,0,0,0,0.772727273,0.227272727,0,0,0
younker,2,0,16,5,0,1,0,0.727272727,0.227272727,0,0.045454545
zebra,2,19,3,0,0,0,0.863636364,0.136363636,0,0,0
earthquake,4,0,1,21,0,0,0,0.045454545,0.954545455,0,0
trammel,1,14,8,0,0,0,0.636363636,0.363636364,0,0,0
vilely,1,10,10,0,0,2,0.454545455,0.454545455,0,0,0.090909091
wooden,1,10,12,0,0,0,0.454545455,0.545454545,0,0,0
woeful,1,22,0,0,0,0,1,0,0,0,0
woozy,1,20,2,0,0,0,0.909090909,0.090909091,0,0,0
woolsack,2,2,18,2,0,0,0.090909091,0.818181818,0.090909091,0,0
leaven,1,16,6,0,0,0,0.727272727,0.272727273,0,0,0
witted,1,12,10,0,0,0,0.545454545,0.454545455,0,0,0
witless,2,0,22,0,0,0,0,1,0,0,0
sizzle,1,18,4,0,0,0,0.818181818,0.181818182,0,0,0
average,2,2,19,0,0,1,0.090909091,0.863636364,0,0,0.045454545
wolfram,3,0,17,3,0,2,0,0.772727273,0.136363636,0,0.090909091
relish,1,9,13,0,0,0,0.409090909,0.590909091,0,0,0
unknown,2,0,22,0,0,0,0,1,0,0,0
wormhole,3,1,1,20,0,0,0.045454545,0.045454545,0.909090909,0,0
nibble,1,14,8,0,0,0,0.636363636,0.363636364,0,0,0
tumor,1,19,3,0,0,0,0.863636364,0.136363636,0,0,0
written,1,15,5,0,0,2,0.681818182,0.227272727,0,0,0.090909091
lengthen,2,0,14,8,0,0,0,0.636363636,0.363636364,0,0
workout,2,0,9,13,0,0,0,0.409090909,0.590909091,0,0
careen,1,20,2,0,0,0,0.909090909,0.090909091,0,0,0
worsen,2,0,19,2,0,1,0,0.863636364,0.090909091,0,0.045454545
about,1,20,1,0,0,1,0.909090909,0.045454545,0,0,0.045454545
caisson,1,19,3,0,0,0,0.863636364,0.136363636,0,0,0
woodsman,3,1,3,18,0,0,0.045454545,0.136363636,0.818181818,0,0
veto,1,22,0,0,0,0,1,0,0,0,0
vintage,2,0,21,1,0,0,0,0.954545455,0.045454545,0,0
busy,1,16,6,0,0,0,0.727272727,0.272727273,0,0,0
villain,1,9,13,0,0,0,0.409090909,0.590909091,0,0,0
admit,2,0,22,0,0,0,0,1,0,0,0
ado,1,22,0,0,0,0,1,0,0,0,0
vigor,1,15,7,0,0,0,0.681818182,0.318181818,0,0,0
hurtle,2,1,21,0,0,0,0.045454545,0.954545455,0,0,0
cincture,2,1,18,2,0,1,0.045454545,0.818181818,0.090909091,0,0.045454545
addle,1,14,8,0,0,0,0.636363636,0.363636364,0,0,0
vista,2,8,10,4,0,0,0.363636364,0.454545455,0.181818182,0,0
victor,2,0,21,1,0,0,0,0.954545455,0.045454545,0,0
wattle,1,18,4,0,0,0,0.818181818,0.181818182,0,0,0
vizard,1,17,4,0,0,1,0.772727273,0.181818182,0,0,0.045454545
rowdy,1,20,2,0,0,0,0.909090909,0.090909091,0,0,0
viral,1,20,2,0,0,0,0.909090909,0.090909091,0,0,0
vinyl,1,14,8,0,0,0,0.636363636,0.363636364,0,0,0
visor,1,21,1,0,0,0,0.954545455,0.045454545,0,0,0
wholesale,2,0,22,0,0,0,0,1,0,0,0
virtue,2,0,22,0,0,0,0,1,0,0,0
venom,1,12,10,0,0,0,0.545454545,0.454545455,0,0,0
treble,1,18,3,0,0,1,0.818181818,0.136363636,0,0,0.045454545
aegis,1,17,3,0,0,2,0.772727273,0.136363636,0,0,0.090909091
hassle,1,15,7,0,0,0,0.681818182,0.318181818,0,0,0
venture,2,0,22,0,0,0,0,1,0,0,0
ventral,3,0,17,5,0,0,0,0.772727273,0.227272727,0,0
vary,1,12,10,0,0,0,0.545454545,0.454545455,0,0,0
aerate,1,9,13,0,0,0,0.409090909,0.590909091,0,0,0
vendor,2,2,17,3,0,0,0.090909091,0.772727273,0.136363636,0,0
summons,1,10,12,0,0,0,0.454545455,0.545454545,0,0,0
profane,1,22,0,0,0,0,1,0,0,0,0
vervain,2,0,20,0,0,2,0,0.909090909,0,0,0.090909091
vertex,2,0,22,0,0,0,0,1,0,0,0
verdict,2,0,21,1,0,0,0,0.954545455,0.045454545,0,0
karma,2,0,19,3,0,0,0,0.863636364,0.136363636,0,0
vesper,2,4,18,0,0,0,0.181818182,0.818181818,0,0,0
woodsy,2,1,19,2,0,0,0.045454545,0.863636364,0.090909091,0,0
verdant,2,1,21,0,0,0,0.045454545,0.954545455,0,0,0
adroit,2,18,1,3,0,0,0.818181818,0.045454545,0.136363636,0,0
wastrel,3,8,7,7,0,0,0.363636364,0.318181818,0.318181818,0,0
adrift,2,21,0,1,0,0,0.954545455,0,0.045454545,0,0
tingle,2,2,19,1,0,0,0.090909091,0.863636364,0.045454545,0,0
wagtail,2,0,22,0,0,0,0,1,0,0,0
gunnel,1,7,15,0,0,0,0.318181818,0.681818182,0,0,0
weapon,1,17,5,0,0,0,0.772727273,0.227272727,0,0,0
sturgeon,2,0,21,0,0,1,0,0.954545455,0,0,0.045454545
